Date - Time,O3(ppm),SO2 (ppm),PM10(ug/m3),PM2.5(ug/m3),Temperatura (ºC),Humedad Relativa (%)
05-04-20,0.015,0.0025,15,14,15.05,87
05-04-20,0.014,0.0032,13,13,15.13,87
05-04-20,0.014,0.004,31,17,15.15,87
05-04-20,0.017,0.0041,10,7,15.32,87
05-04-20,0.016,0.0039,22,5,15.51,87
05-04-20,0.012,0.0031,20,,15.63,87
05-04-20,0.007,0.0029,35,3,15.52,87
05-04-20,0.009,0.003,36,29,15.5,
05-04-20,0.014,0.0031,43,19,15.72,88
05-04-20,0.016,0.0032,36,3,16.25,88
05-04-20,0.02,0.0031,30,18,17.35,86
05-04-20,0.023,0.0033,36,3,18.66,77
05-04-20,0.024,0.0033,39,12,18.47,76
05-04-20,0.023,0.0034,24,,18.04,78
05-04-20,0.025,0.0047,41,,17.83,80
05-04-20,0.02,0.0047,43,33,18.05,79
05-04-20,0.014,0.0043,38,13,18.12,79
05-04-20,0.009,0.0033,25,,17.57,82
05-04-20,0.007,0.0034,36,13,17.01,84
05-04-20,0.011,0.0034,41,14,16.75,85
05-04-20,0.011,0.0035,40,9,16.65,85
05-04-20,0.012,0.0035,29,10,16.68,85
05-04-20,0.019,0.0034,32,23,16.63,85
06-04-20,0.02,0.0031,26,7,16.49,86
06-04-20,0.017,0.0028,21,16,16.68,86
06-04-20,0.016,0.0027,22,4,16.79,86
06-04-20,0.015,0.0026,20,6,16.67,86
06-04-20,0.012,0.0024,20,17,16.5,86
06-04-20,0.007,0.0025,40,11,16.63,86
06-04-20,0.004,0.0025,36,5,16.75,87
06-04-20,0.004,0,37,22,16.87,87
06-04-20,0.005,0,33,18,17,87
06-04-20,0.008,0.0026,35,4,17.8,87
06-04-20,0.016,0.0026,35,7,19.01,84
06-04-20,0.024,0.0027,37,19,20.51,76
06-04-20,0.029,0.0028,58,21,21.49,70
06-04-20,0.037,0.0028,56,24,22.39,66
06-04-20,0.048,0.0029,57,21,22.58,65
06-04-20,0.053,0.0029,72,22,22.97,64
06-04-20,0.048,0,69,21,23.26,63
06-04-20,0.046,0,66,30,23,65
06-04-20,0.036,0,58,35,22.35,68
06-04-20,0.029,0.0031,68,25,21.97,69
06-04-20,0.025,0.0029,60,18,21.42,72
06-04-20,0.021,0.0029,42,27,21.33,73
06-04-20,0.025,0.0027,60,28,20.81,76
06-04-20,0.024,0.0027,44,30,20.55,79
07-04-20,0.02,0.0026,43,12,20.61,78
07-04-20,0.021,0.0026,38,17,20.44,80
07-04-20,0.017,0.0025,39,20,20.13,82
07-04-20,0.017,0.0024,51,20,19.88,84
07-04-20,0.015,0.0024,43,19,19.83,85
07-04-20,0.012,0,46,20,19.99,85
07-04-20,0.007,0,56,26,20,85
07-04-20,0.008,0,58,22,19.92,85
07-04-20,0.009,0,58,27,20.23,86
07-04-20,0.011,0.0025,51,4,21.05,85
07-04-20,0.021,0.0026,60,7,21.95,81
07-04-20,0.035,0.0028,59,9,23.06,74
07-04-20,0.049,0.0027,57,6,25.36,65
07-04-20,0.057,0.0029,73,39,26.12,62
07-04-20,0.06,0.003,70,19,26.89,58
07-04-20,0.062,0.003,57,10,27.19,57
07-04-20,0.054,0.0029,47,17,27.44,57
07-04-20,0.053,0.0028,41,11,27.42,55
07-04-20,0.042,0.0028,45,10,27.04,55
07-04-20,0.037,0,47,35,25.94,63
07-04-20,0.038,0.0031,61,28,25.22,66
07-04-20,0.029,0.0031,58,28,24.61,69
07-04-20,0.025,0.0028,57,24,23.91,72
07-04-20,0.024,0.0027,68,33,23.25,74
08-04-20,0.021,0.0026,56,24,22.5,76
08-04-20,0.018,0.0025,51,14,21.93,77
08-04-20,0.019,0.0024,38,15,21.32,78
08-04-20,0.011,0.0024,50,18,21.04,79
08-04-20,0.008,0.0035,36,19,21.32,78
08-04-20,0.008,0.0032,83,30,20.87,79
08-04-20,0.021,0.0032,70,29,20.81,78
08-04-20,0.026,0.0035,60,17,21.76,71
08-04-20,0.031,0.0033,50,11,23.52,62
08-04-20,0.029,0.0033,43,11,26.51,51
08-04-20,0.04,0.0039,32,18,28.94,46
08-04-20,0.059,0.0037,62,13,30.97,36
08-04-20,0.079,0.0035,38,10,32.31,36
08-04-20,0.079,0.0035,51,19,32.38,36
08-04-20,0.073,0.0034,60,18,33.01,34
08-04-20,0.071,0.0032,46,23,33.02,32
08-04-20,0.064,0.003,40,18,32.85,31
08-04-20,0.056,0.0031,48,23,32.67,36
08-04-20,0.051,0.0034,48,29,31.38,43
08-04-20,0.043,0.0034,47,19,30.26,46
08-04-20,0.039,0.0031,44,21,29.34,49
08-04-20,0.035,0.0029,45,16,28.97,49
08-04-20,0.029,0.0027,38,13,28.53,50
08-04-20,0.028,0.0027,31,12,27.99,51
09-04-20,0.023,0.0026,41,18,26.95,56
09-04-20,0.019,0.0026,39,30,25.96,63
09-04-20,0.019,0.0029,54,27,25.05,66
09-04-20,0.014,0.0029,46,17,24.43,68
09-04-20,0.022,0.0034,48,20,24.24,67
09-04-20,0.022,0.0049,67,14,23.76,65
09-04-20,0.021,0.004,39,15,23.85,62
09-04-20,0.026,0.0045,41,12,23.82,61
09-04-20,0.035,0.0043,53,15,24.67,58
09-04-20,0.04,0.0042,43,3,26.71,47
09-04-20,0.049,0.0037,39,16,29.16,39
09-04-20,0.065,0.0046,36,6,32.83,33
09-04-20,0.079,0.0044,50,22,33.06,34
09-04-20,0.082,0.0036,65,19,34.31,30
09-04-20,0.084,0.0034,50,18,34.39,28
09-04-20,0.082,0.0033,44,27,34.23,28
09-04-20,0.087,0.003,45,11,35.26,22
09-04-20,0.08,0.0032,42,25,34.55,25
09-04-20,0.069,0.0094,57,27,34.29,31
09-04-20,0.044,0.0096,64,38,32.94,34
09-04-20,0.031,0.005,54,37,30.02,42
09-04-20,0.028,0.0034,125,27,26.99,52
09-04-20,0.025,0.0033,65,15,26.55,53
09-04-20,0.026,0.0033,51,13,26.13,53
10-04-20,0.028,0,44,11,26.17,54
10-04-20,0.039,0.003,43,17,25.99,56
10-04-20,0.038,0.0029,44,15,24.63,59
10-04-20,0.033,0.0028,31,13,24.05,62
10-04-20,0.031,0.0027,37,21,23.2,68
10-04-20,0.024,0.0026,37,15,23.06,69
10-04-20,0.019,0.0027,37,14,22.76,71
10-04-20,0.019,0.0027,44,19,22.53,72
10-04-20,0.023,0.0028,36,12,23.1,71
10-04-20,0.035,0.003,38,2,24.32,67
10-04-20,0.043,0.0038,58,15,26.16,60
10-04-20,0.046,0.0037,49,26,26.72,59
10-04-20,0.04,0.0035,48,22,27.34,57
10-04-20,0.042,0.0032,50,44,26.65,62
10-04-20,0.034,0.0044,73,32,26.23,63
10-04-20,0.03,0.0038,90,58,24.24,71
10-04-20,0.032,0.0029,100,37,24.03,72
10-04-20,0.029,0.0027,44,6,24.8,68
10-04-20,0.022,0.0024,43,,23.17,78
10-04-20,0.019,0.0023,70,20,21.62,83
10-04-20,0.028,0.0023,22,,20.85,83
10-04-20,0.034,0,11,,20.7,83
10-04-20,0.033,0,9,3,20.97,76
10-04-20,0.033,0.0022,21,,20.52,77
11-04-20,0.032,0.0023,2,,20.75,74
11-04-20,0.031,0.0022,21,10,21.29,70
11-04-20,0.029,0.0022,16,9,21.03,73
11-04-20,0.026,0,17,,20.85,75
11-04-20,0.021,0,34,17,20.55,76
11-04-20,0,0,17,10,20.27,78
11-04-20,0.008,0,,,,
11-04-20,0.014,0.0025,24,7,20.13,79
11-04-20,0.019,0.0023,30,28,20.97,79
11-04-20,0.022,0.0037,43,4,22.22,74
11-04-20,0.023,0.0044,42,14,23.81,67
11-04-20,0.029,0.0032,59,18,23.59,69
11-04-20,0.042,0.0028,48,20,24.02,67
11-04-20,0.054,0.0027,54,16,24.88,65
11-04-20,0.072,0.0028,77,34,26,61
11-04-20,0.082,0.0029,78,42,26.91,59
11-04-20,0.058,0.0038,78,28,27.9,57
11-04-20,0.051,0.0079,66,51,27.59,57
11-04-20,0.046,0.004,67,25,27.46,57
11-04-20,0.038,0.0029,53,19,26.66,59
11-04-20,0.032,0.0027,38,15,26.24,60
11-04-20,0.026,0.0025,45,18,26.08,61
11-04-20,0.02,0.0024,41,22,25.37,64
11-04-20,0.014,0.004,50,22,24.82,67
12-04-20,0.017,0.0042,48,32,24.34,71
12-04-20,0.016,0.0042,63,24,23.25,72
12-04-20,0.014,0.0032,47,21,22.41,73
12-04-20,0.02,0.0036,50,22,22.13,74
12-04-20,0.038,0.0083,51,9,24.08,52
12-04-20,0.044,0.0118,36,,27.73,20
12-04-20,0.044,0.0049,27,,28.31,16
12-04-20,0.046,0.0055,27,7,27.88,15
12-04-20,0.052,0.0056,26,9,29.28,13
12-04-20,0.059,0.0067,34,8,31.08,9
12-04-20,0.06,0.0025,55,4,32.92,4
12-04-20,0.059,0.0024,106,15,33.71,3
12-04-20,0.058,0.0023,195,5,34.19,2
12-04-20,0.058,0.0024,134,8,34.52,2
12-04-20,0.061,0.0024,100,8,34.93,2
12-04-20,0.063,0.003,100,13,34.93,1
12-04-20,0.063,0.004,101,27,34.55,1
12-04-20,0.06,0.0043,133,47,34.46,1
12-04-20,0.058,0.0039,156,42,34.18,1
12-04-20,0.054,0.0037,111,29,33.27,1
12-04-20,0.045,0.0027,115,32,31.66,1
12-04-20,0.043,0.0037,87,23,28.85,6
12-04-20,0.042,0.0028,67,20,27.31,18
12-04-20,0.031,0.0027,35,14,26.08,21
13-04-20,0.03,0.0045,31,,24.74,17
13-04-20,0.045,0.0038,122,75,23.34,19
13-04-20,0.054,0.0027,104,23,23.99,20
13-04-20,0.05,0.0024,38,3,25.42,13
13-04-20,0.044,0.0024,22,9,23.32,16
13-04-20,0.025,0.0028,16,2,22.69,17
13-04-20,0.019,0.0053,24,7,21.14,23
13-04-20,0.018,0.0035,30,13,19.6,25
13-04-20,0.037,0.0031,38,8,20.86,25
13-04-20,0.047,0.012,37,10,23.78,18
13-04-20,0.048,0.0164,76,44,27.09,18
13-04-20,0.06,0.0048,89,19,26.95,28
13-04-20,0.055,0.0057,79,8,27.59,32
13-04-20,0.054,0.005,62,8,28.45,32
13-04-20,0.055,0.0037,58,9,29.03,29
13-04-20,0.057,0.0039,72,15,28.39,29
13-04-20,0.056,0.0054,67,8,28.35,29
13-04-20,0.059,0.0035,56,15,27.87,31
13-04-20,0.059,0.0029,50,14,27.15,33
13-04-20,0.057,0.0029,50,9,25.96,34
13-04-20,0.056,0.0028,42,10,24.69,37
13-04-20,0.053,0.0028,43,5,23.95,38
13-04-20,0.046,0,49,10,23.36,41
13-04-20,0.044,0,43,15,22.5,48
14-04-20,0.041,0,30,9,21.59,52
14-04-20,0.034,0.0029,36,17,20.45,57
14-04-20,0.03,0.0027,32,15,18.65,69
14-04-20,0.029,0.0027,36,18,17.47,76
14-04-20,0.027,0.0028,39,9,16.95,79
14-04-20,0.024,0.0027,41,14,16.8,79
14-04-20,0.021,0.0027,52,16,17.16,79
14-04-20,0.018,0,47,6,17.5,77
14-04-20,0.014,0,65,21,17.92,74
14-04-20,0.017,0.0032,65,23,18.04,75
14-04-20,0.023,0.0031,75,18,18.33,74
14-04-20,0.027,0.003,71,11,18.53,72
14-04-20,0.035,0.0029,69,22,18.67,68
14-04-20,0.043,0.0029,64,11,19.2,63
14-04-20,0.041,0.0028,46,3,19.97,58
14-04-20,0.038,0.0027,40,7,19.6,58
14-04-20,0.032,0.0029,43,3,19.18,60
14-04-20,0.028,0.003,31,16,18.35,66
14-04-20,0.026,0.0029,43,18,17.69,70
14-04-20,0.024,0.0027,33,14,16.26,75
14-04-20,0.023,0.0026,34,11,14.7,81
14-04-20,0.024,0.0026,28,14,13.81,85
14-04-20,0.032,0.0025,27,19,13.94,86
14-04-20,0.036,0.0025,26,12,14.34,87
15-04-20,0.035,0,11,,14.03,87
15-04-20,0.032,0,23,17,13.59,87
15-04-20,0.033,0.0026,18,11,12.98,87
15-04-20,0.036,0.0024,20,9,12.38,88
15-04-20,0.035,0.0024,18,8,11.91,88
15-04-20,0.035,0,17,,11.64,88
15-04-20,0.033,0.0023,15,,11.11,88
15-04-20,0.028,0.0023,15,,10.89,88
15-04-20,0.025,0.0022,14,3,10.92,88
15-04-20,0.024,0.0023,11,2,11.07,88
15-04-20,0.023,0.0023,7,,11.14,
15-04-20,0.025,0,6,5,11.32,87
15-04-20,0.023,0,11,7,11.84,87
15-04-20,0.019,0.0024,14,,12.07,84
15-04-20,0.028,0.0036,22,16,12.39,84
15-04-20,0.031,0.0057,43,18,12.98,82
15-04-20,0.028,0.0046,49,22,14.13,78
15-04-20,0.026,0.0034,43,14,14.4,76
15-04-20,0.028,0.003,32,15,14.62,75
15-04-20,0.027,0.0026,40,11,14.9,73
15-04-20,0.03,0.0026,17,,14.89,72
15-04-20,0.032,0.0025,21,2,14.81,71
15-04-20,0.035,0.0025,14,,14.73,71
15-04-20,0.037,0.0024,15,9,14.74,71
16-04-20,0.037,0.0023,16,9,14.71,72
16-04-20,0.037,0.0023,13,12,14.61,73
16-04-20,0.034,0.0024,9,8,14.51,74
16-04-20,0.031,0.0024,14,3,14.5,74
16-04-20,0.021,0.0025,18,4,14.42,75
16-04-20,0.015,0.0025,17,,13.93,77
16-04-20,0.007,0,31,21,13.53,80
16-04-20,0.006,0,29,10,13.22,82
16-04-20,0.012,0,35,14,13.11,85
16-04-20,0.017,0,25,10,13.41,85
16-04-20,0.019,0,18,2,13.99,85
16-04-20,0.017,0.0024,16,7,14.65,83
16-04-20,0.018,0.0024,14,8,15.18,79
16-04-20,0.019,0.0026,40,25,15.13,80
16-04-20,0.023,0.0034,34,14,16.02,78
16-04-20,0.028,0.0037,33,14,16.57,76
16-04-20,0.026,0.0033,26,11,17.35,74
16-04-20,0.025,0.0033,22,2,17.77,73
16-04-20,0.027,0.0031,26,18,17.47,75
16-04-20,0.029,0.003,15,2,17.22,76
16-04-20,0.029,0.0029,21,12,17.22,76
16-04-20,0.023,0.0028,18,,17.21,76
16-04-20,0.017,0.0026,17,14,16.86,78
16-04-20,0.018,0.0028,17,8,16.64,80
17-04-20,0.016,0.0028,24,5,16.69,80
17-04-20,0.016,0.0027,30,9,16.57,81
17-04-20,0.019,0.0025,23,20,16.61,81
17-04-20,0.024,0.0026,34,16,17.05,80
17-04-20,0.021,0.0025,31,,17.2,76
17-04-20,0.015,0.0025,21,5,16.79,75
17-04-20,0.005,0.0024,23,9,16.31,77
17-04-20,0.008,0.0024,24,15,16.04,78
17-04-20,0.019,0.0025,31,16,16.8,79
17-04-20,0.024,0.0024,32,,18.36,73
17-04-20,0.038,0.0026,25,16,21.42,63
17-04-20,0.05,0.0027,62,25,24.32,53
17-04-20,0.066,0.0028,54,21,25.54,50
17-04-20,0.081,0.0028,77,21,26.12,50
17-04-20,0.086,0.0031,67,25,26.9,48
17-04-20,0.081,0.0035,79,20,27.64,45
17-04-20,0.068,0.0036,72,18,28.93,42
17-04-20,0.051,0.004,54,18,28.8,44
17-04-20,0.038,0.0048,64,33,27.5,51
17-04-20,0.028,0.0046,60,23,26.15,59
17-04-20,0.027,0.0048,40,12,24.77,65
17-04-20,0.033,0.005,51,16,24.04,69
17-04-20,0.033,0.0049,45,13,23.6,70
17-04-20,0.022,0.0043,54,18,23.21,72
18-04-20,0.016,0.0046,45,9,23.11,71
18-04-20,0.018,0.0049,36,17,22.49,74
18-04-20,0.015,0.0038,49,17,22.06,76
18-04-20,0.016,0.0032,43,18,21.74,78
18-04-20,0.012,0.0029,55,19,21.57,79
18-04-20,0.015,0.0029,47,6,21.25,77
18-04-20,0.012,0.0028,33,10,21.13,76
18-04-20,0.015,0.0027,38,9,21.3,76
18-04-20,0.018,0.0028,70,9,21.49,76
18-04-20,0.023,0.0028,21,6,22.18,74
18-04-20,0.032,0.0031,27,2,23.92,67
18-04-20,0.037,0.0029,40,21,24.61,65
18-04-20,0.048,0.0029,43,19,24.91,63
18-04-20,0.045,0.0032,68,12,26.16,60
18-04-20,0.045,0.0031,50,11,26.79,57
18-04-20,0.045,0.0029,39,11,27.48,53
18-04-20,0.041,0.0027,36,7,28.23,51
18-04-20,0.038,0.0025,30,21,27.49,53
18-04-20,0.034,0.0024,16,14,27.01,55
18-04-20,0.033,0.0023,39,21,26.01,60
18-04-20,0.029,0.0023,43,14,25.38,62
18-04-20,0.029,0.0024,31,11,25.12,62
18-04-20,0.027,0.0023,40,11,24.77,63
18-04-20,0.02,0.0023,36,18,24.41,65
19-04-20,0.015,0,44,20,23.53,70
19-04-20,0.014,0.0024,50,19,22.49,74
19-04-20,0.013,0.0024,53,21,22.09,75
19-04-20,0.012,0.0029,36,12,21.54,75
19-04-20,0.015,0.0038,52,19,21.29,74
19-04-20,0.011,0.0038,59,13,20.73,74
19-04-20,0.011,0.003,32,5,20.07,75
19-04-20,0.01,0.0031,31,7,20.62,74
19-04-20,0.018,0.003,44,13,22.78,70
19-04-20,0.025,0.0034,46,6,26.32,57
19-04-20,0.024,0.0031,49,,32.14,19
19-04-20,0.027,0.0063,88,3,33.6,12
19-04-20,0.035,0.0049,46,3,34.62,10
19-04-20,0.043,0.0026,41,,35.63,7
19-04-20,0.047,0.0025,35,4,36.62,5
19-04-20,0.053,0.0026,36,,37.35,4
19-04-20,0.054,0.0024,32,7,37.93,2
19-04-20,0.048,0.0025,27,11,38.29,5
19-04-20,0.047,0.0034,26,,33.64,30
19-04-20,0.044,0.0031,43,17,31.54,29
19-04-20,0.043,0.0028,54,4,30.22,29
19-04-20,0.038,0.0027,39,6,29.29,31
19-04-20,0.036,0.0026,39,2,27.88,34
19-04-20,0.04,0.0026,38,4,26.7,37
20-04-20,0.041,0.0025,28,6,26.46,36
20-04-20,0.039,0.0024,19,12,26.38,34
20-04-20,0.037,0.0024,32,8,25.5,36
20-04-20,0.031,0,25,4,24.12,40
20-04-20,0.03,0.0035,19,4,23.74,38
20-04-20,0.023,0.0043,23,,23.04,40
20-04-20,0.019,0.0086,33,13,22.27,43
20-04-20,0.021,0.0046,32,9,21.45,45
20-04-20,0.033,0.0038,43,10,23.61,40
20-04-20,0.043,0.0039,47,15,27.74,31
20-04-20,0.056,0.0049,57,11,29.31,30
20-04-20,0.074,0.0053,56,14,29.99,32
20-04-20,0.081,0.0052,48,21,30.96,30
20-04-20,0.067,0.0039,65,19,32.07,29
20-04-20,0.059,0.0033,52,16,33.35,26
20-04-20,0.055,0.003,46,16,34.16,26
20-04-20,0.054,0.0028,37,21,34.16,28
20-04-20,0.052,0.0027,42,21,34.48,24
20-04-20,0.05,0.0027,45,14,34.4,21
20-04-20,0.044,0.0026,47,19,33.31,22
20-04-20,0.041,0.0025,43,18,30.85,28
20-04-20,0.039,0.0026,46,24,29.47,35
20-04-20,0.04,0.0026,43,20,28.41,41
20-04-20,0.038,0,54,30,27.41,47
21-04-20,0.029,0,73,36,26.55,53
21-04-20,0.018,0.0028,66,52,25.08,63
21-04-20,0.019,0.0028,93,78,23.44,75
21-04-20,0.02,0.003,95,59,22.87,78
21-04-20,0.019,0.003,110,67,22.51,78
21-04-20,0.018,0,117,53,22.22,77
21-04-20,0.014,0.0029,103,47,22.19,75
21-04-20,0.015,0.0029,87,35,20.91,71
21-04-20,0.022,0.0084,53,9,22.82,60
21-04-20,0.025,0.0103,76,39,25.92,57
21-04-20,0.04,0.0043,100,67,26.21,61
21-04-20,0.063,0.0039,107,62,26.81,60
21-04-20,0.083,0.0036,125,65,27.78,57
21-04-20,0.089,0.0036,127,65,28.52,55
21-04-20,0.067,0.0037,117,63,29.82,52
21-04-20,0.052,0.0039,113,48,30.81,49
21-04-20,0.048,0.0037,99,52,31.25,48
21-04-20,0.043,0.003,85,39,32.24,44
21-04-20,0.038,0.0026,58,50,31.4,47
21-04-20,0.036,0.0025,69,43,30.47,50
21-04-20,0.034,0.0024,78,55,29.18,55
21-04-20,0.032,0.0024,57,44,28.2,59
21-04-20,0.028,0.0023,79,40,27.18,64
21-04-20,0.028,0.0023,85,74,25.7,72
22-04-20,0.025,0,90,47,24.98,75
22-04-20,0.022,0,103,39,24.75,76
22-04-20,0.018,0.0025,82,41,24.52,77
22-04-20,0.022,0.0028,97,54,24.39,78
22-04-20,0.019,0.0025,107,55,24.21,80
22-04-20,0.014,0.0023,103,55,23.99,81
22-04-20,0.01,0.0023,106,64,23.92,82
22-04-20,0.008,0.0024,130,76,23.94,82
22-04-20,0.016,0.0024,105,49,24.38,82
22-04-20,0.022,0.0029,103,46,25.76,75
22-04-20,0.033,0.0033,112,52,27.32,67
22-04-20,0.056,0.0031,138,56,28.19,63
22-04-20,0.095,0.0037,91,59,29.13,59
22-04-20,0.116,0.004,108,58,30.88,50
22-04-20,0.115,0.0041,109,48,32.49,45
22-04-20,0.095,0.0036,115,44,33.77,40
22-04-20,0.073,0.0034,104,43,34.41,38
22-04-20,0.062,0.0042,115,44,34.12,38
22-04-20,0.067,0.0053,86,39,33.6,39
22-04-20,0.047,0.0081,88,45,32.81,40
22-04-20,0.032,0.0082,79,50,31.82,43
22-04-20,0.036,0.0034,86,48,30.53,50
22-04-20,0.038,0.003,67,30,30.06,50
22-04-20,0.041,0.0031,64,34,29.59,52
23-04-20,0.037,0.0028,68,23,29.05,51
23-04-20,0.023,0.0026,59,36,27.86,55
23-04-20,0.019,0.0032,65,52,27.29,60
23-04-20,0.024,0.0039,88,45,26.56,63
23-04-20,0.019,0.0039,78,23,26.25,61
23-04-20,0.017,0.0063,80,40,26.55,59
23-04-20,0.025,0.0048,80,44,26.56,61
23-04-20,0.03,0.0043,96,46,25.6,63
23-04-20,0.026,0.0032,46,,22.54,73
23-04-20,0.037,0.0027,82,25,22.42,79
23-04-20,0.05,0.0049,42,2,25.79,58
23-04-20,0.064,0.0036,35,,30,33
23-04-20,0.075,0.003,42,6,31.36,26
23-04-20,0.08,0.0028,41,11,31.7,23
23-04-20,0.082,0.0028,40,9,32.92,18
23-04-20,0.087,0.0031,47,15,33.56,16
23-04-20,0.089,0.0032,39,23,34.01,16
23-04-20,0.085,0.0031,52,18,33.98,15
23-04-20,0.077,0.0029,47,18,33.85,16
23-04-20,0.062,0.0034,49,27,32.25,19
23-04-20,0.057,0.003,46,11,30.6,16
23-04-20,0.049,0.0026,32,,29.74,16
23-04-20,0.047,0.0025,27,3,27.5,22
23-04-20,0.044,0.0025,27,3,26.33,24
24-04-20,0.042,0,31,12,25.13,26
24-04-20,0.045,0.0037,26,10,25.44,28
24-04-20,0.04,0.0029,43,13,24.45,33
24-04-20,0.035,0.008,37,22,22.86,39
24-04-20,0.034,0.0066,37,24,21.85,44
24-04-20,0.031,0.0047,43,17,20.94,46
24-04-20,0.025,0.0042,33,16,20.45,43
24-04-20,0.019,0.004,32,23,20.7,44
24-04-20,0.04,0.0041,43,7,23.76,37
24-04-20,0.052,0.0041,43,17,26.03,28
24-04-20,0.064,0.0033,57,5,29.85,21
24-04-20,0.074,0.0035,41,,31.41,19
24-04-20,0.104,0.0036,36,22,32.05,23
24-04-20,0.117,0.0065,83,21,33.79,20
24-04-20,0.101,0.0047,98,29,34.65,16
24-04-20,0.093,0.0038,80,24,35.94,11
24-04-20,0.101,0.003,48,12,36.57,9
24-04-20,0.084,0.0041,41,25,36.77,12
24-04-20,0.066,0.0033,49,23,36.73,12
24-04-20,0.053,0.0032,40,22,35.26,12
24-04-20,0.051,0.0028,37,16,33.21,15
24-04-20,0.051,0.0027,37,13,31.24,18
24-04-20,0.045,0.0025,42,4,32.27,16
24-04-20,0.04,0.0026,35,14,30.06,20
25-04-20,0.029,0.0029,31,10,29.09,24
25-04-20,0.028,0.0037,44,27,27.73,29
25-04-20,0.023,0.0033,54,20,26.04,33
25-04-20,0.023,0.0035,41,34,25.22,37
25-04-20,0.018,0.0032,57,31,24.28,39
25-04-20,0.016,0.0033,51,20,24.07,37
25-04-20,0.008,0.0036,68,21,23.51,38
25-04-20,0.01,0.0039,71,38,23.13,37
25-04-20,0.025,0.0043,76,27,24.95,39
25-04-20,0.033,0.0047,89,43,26.38,43
25-04-20,0.047,0.0063,86,33,27.29,32
25-04-20,0.054,0.0045,133,21,28.28,30
25-04-20,0.054,0.0043,96,21,28.57,33
25-04-20,0.059,0.0036,65,27,28.91,37
25-04-20,0.056,0.0035,63,26,29.79,39
25-04-20,0.056,0.0033,64,34,29.4,42
25-04-20,0.052,0.003,72,40,29.02,45
25-04-20,0.046,0.0039,77,39,29.2,46
25-04-20,0.043,0.0041,77,49,28.16,50
25-04-20,0.04,0.0032,78,49,27.09,54
25-04-20,0.041,0.0028,77,52,26.69,57
25-04-20,0.039,0.0027,85,41,26.68,57
25-04-20,0.038,0.003,85,51,26.47,58
25-04-20,0.027,0.0033,85,38,25.6,63
26-04-20,0.036,0.0031,77,53,23.59,73
26-04-20,0.034,0.0033,62,23,21.85,78
26-04-20,0.038,0.0028,41,13,21.95,78
26-04-20,0.038,0.0027,32,16,21.78,77
26-04-20,0.041,0.0027,36,17,21.25,79
26-04-20,0.042,0,41,12,20.39,81
26-04-20,0.044,0.0025,26,11,18.95,85
26-04-20,0.045,0.0024,28,,18.09,86
26-04-20,0.044,0.0023,15,15,17.85,87
26-04-20,0.049,0.0023,33,2,17.8,87
26-04-20,0.045,0.0022,9,,17.93,87
26-04-20,0.046,0.0022,11,,18.37,86
26-04-20,0.049,0,23,6,19.22,84
26-04-20,0.052,0.0023,28,6,20.75,77
26-04-20,0.054,0.0022,14,9,21.32,73
26-04-20,0.05,0.0023,32,18,21.74,73
26-04-20,0.044,0.0025,37,17,22.07,72
26-04-20,0.04,0.0025,27,11,22.12,71
26-04-20,0.039,0.0027,39,15,22.41,70
26-04-20,0.042,0.0025,28,9,22.64,69
26-04-20,0.044,0.0024,36,11,22.41,70
26-04-20,0.043,0.0023,43,7,22.78,69
26-04-20,0.043,0.0023,31,3,23.18,67
26-04-20,0.042,0,37,19,23.48,66
27-04-20,0.04,0.0022,30,16,23.09,67
27-04-20,0.035,0.0022,38,18,22.12,72
27-04-20,0.035,0,44,19,21.38,75
27-04-20,0.029,0.0023,45,14,20.99,77
27-04-20,0.026,0.0024,50,8,20.82,78
27-04-20,0.021,0.0027,44,,20.54,79
27-04-20,0.017,0.0029,48,14,20.31,79
27-04-20,0.024,0.0026,46,29,20.28,80
27-04-20,0.021,0.0025,58,11,21.23,78
27-04-20,0.022,0.0025,57,9,22,75
27-04-20,0.027,0.0027,67,7,22.9,72
27-04-20,0.034,0.0025,57,28,22.66,72
27-04-20,0.038,0.0024,62,11,23.12,70
27-04-20,0.047,0.0024,51,11,24.33,66
27-04-20,0.051,0.0025,39,4,25.78,61
27-04-20,0.049,0.0025,46,10,27.2,57
27-04-20,0.042,0.0026,38,11,28.31,54
27-04-20,0.041,0.0025,40,4,28.67,51
27-04-20,0.04,0.0024,43,9,28.38,48
27-04-20,0.04,0.0024,38,16,27.76,51
27-04-20,0.044,0.0023,34,19,27.04,52
27-04-20,0.044,0.0023,36,9,27.42,45
27-04-20,0.04,0.0024,25,8,27.13,46
27-04-20,0.033,0.0023,52,14,25.93,50
28-04-20,0.032,0.0026,71,13,24.92,59
28-04-20,0.028,0.0028,53,26,23.68,67
28-04-20,0.032,0.0031,83,21,23.42,67
28-04-20,0.029,0.0032,45,23,23.06,69
28-04-20,0.028,0.0032,50,24,22.52,71
28-04-20,0.025,0.0037,48,19,22.93,68
28-04-20,0.019,0.0035,64,26,22.48,68
28-04-20,0.011,0.003,61,28,21.98,71
28-04-20,0.017,0.0029,58,28,21.99,73
28-04-20,0.031,0.0033,72,8,24.8,65
28-04-20,0.049,0.0037,74,29,26.38,57
28-04-20,0.077,0.0037,81,35,27.82,53
28-04-20,0.1,0.0042,64,34,29.08,49
28-04-20,0.109,0.005,85,36,30.4,43
28-04-20,0.096,0.0053,88,32,31.99,37
