Date - Time,O3(ppm),SO2 (ppm),PM10(ug/m3),PM2.5(ug/m3),Temperatura (ºC),Humedad Relativa (%)
01-01-20,,,,,,
01-01-20,0.008,,,,,
01-01-20,0.01,0.0034,42,37,10.36,89
01-01-20,0.007,0.0033,43,42,10.4,89
01-01-20,0.003,0.0031,47,36,10.55,89
01-01-20,0.003,0.0029,50,47,10.71,89
01-01-20,0.003,0.0028,53,44,10.75,89
01-01-20,,0.0027,54,46,10.81,89
01-01-20,0.002,0.0026,55,45,10.93,89
01-01-20,0.003,0.0026,50,39,11.07,
01-01-20,0.004,0.0027,57,38,11.42,
01-01-20,0.005,0.0029,52,39,11.79,88
01-01-20,0.007,0.0031,50,45,12.32,88
01-01-20,0.012,0.0029,52,28,13.26,88
01-01-20,0.021,0.0029,35,17,13.97,88
01-01-20,0.025,,29,,14.55,86
01-01-20,0.023,,23,,14.47,84
01-01-20,0.028,0.0027,9,,14.15,83
01-01-20,0.029,0.0026,10,,13.51,83
01-01-20,0.028,0.0025,7,,13.49,81
01-01-20,0.03,0.0029,5,,13.34,79
01-01-20,0.031,0.0029,8,,13.26,78
01-01-20,0.029,,7,,12.82,79
01-01-20,0.03,0.0027,4,,12.88,79
02-01-20,0.029,0.0026,3,,13.06,78
02-01-20,0.026,0.0027,3,2,13.18,74
02-01-20,0.025,0.0026,2,,12.69,80
02-01-20,0.025,0.0025,2,,12.77,78
02-01-20,0.029,0.0025,,2,13.03,77
02-01-20,0.027,,3,,13.35,71
02-01-20,0.012,0.0026,4,,13.1,71
02-01-20,0.013,0.0027,4,,12.36,76
02-01-20,0.013,0.0025,9,4,12.66,77
02-01-20,0.016,0.0025,9,7,13.07,75
02-01-20,0.019,0.0024,5,,13.89,74
02-01-20,0.026,0.0024,4,2,15,71
02-01-20,0.037,,9,,19.05,56
02-01-20,0.035,0.0023,14,5,22.82,36
02-01-20,0.031,0.0023,11,7,24.06,31
02-01-20,0.035,0.0024,12,8,23.22,36
02-01-20,0.024,0.0028,17,2,23.59,35
02-01-20,0.027,0.0036,39,23,22.08,43
02-01-20,0.024,0.0037,40,,22.39,43
02-01-20,0.017,0.0033,31,11,21.18,43
02-01-20,0.01,0.0031,25,10,19.15,47
02-01-20,0.003,0.0032,34,8,18.33,48
02-01-20,0.006,0.0031,45,10,17.02,51
02-01-20,0.007,0.0029,56,15,16.42,50
03-01-20,0.008,0.0028,59,23,15.23,54
03-01-20,0.006,0.0033,41,12,14.9,55
03-01-20,0.015,0.0036,37,13,14.92,54
03-01-20,0.036,0.0038,30,16,16.08,47
03-01-20,0.029,0.0032,29,4,17.04,41
03-01-20,0.028,0.0026,12,7,15.14,50
03-01-20,0.03,0.0026,11,,15.89,43
03-01-20,0.015,0.0039,10,2,16.14,40
03-01-20,0.011,0.0028,11,5,15.22,43
03-01-20,0.015,0.0036,18,5,15.24,43
03-01-20,0.031,0.0042,38,7,15.95,41
03-01-20,0.035,0.0036,55,9,17.91,33
03-01-20,0.036,0.0024,77,20,18.03,32
03-01-20,0.035,0.0025,79,16,17.51,33
03-01-20,0.04,0.0024,71,,16.79,34
03-01-20,0.043,0.0024,49,,17.6,30
03-01-20,0.044,,58,4,18.36,26
03-01-20,0.043,0.0025,41,3,19.09,23
03-01-20,0.037,0.0025,32,,19.18,23
03-01-20,0.026,0.0029,10,5,18.43,23
03-01-20,0.019,0.0043,14,13,17.36,26
03-01-20,0.026,0.0026,21,10,16.45,28
03-01-20,0.029,0.003,12,9,16.3,27
03-01-20,0.028,0.0038,21,3,15.55,30
04-01-20,0.03,0.004,74,6,14.97,31
04-01-20,0.026,0.0039,47,5,14.44,32
04-01-20,0.01,0.0048,32,11,13.8,33
04-01-20,0.012,0.0038,48,17,12.23,40
04-01-20,0.013,0.003,57,11,11.35,43
04-01-20,0.009,0.0041,18,5,10.89,44
04-01-20,0.011,0.0029,18,8,9.58,52
04-01-20,0.012,0.0027,20,4,8.55,55
04-01-20,0.006,0.0026,16,3,8.2,56
04-01-20,0.008,0.0026,18,5,8.11,56
04-01-20,0.018,0.0029,25,,10.16,51
04-01-20,0.022,0.003,25,,13.64,39
04-01-20,0.03,0.0033,25,12,16.7,30
04-01-20,0.03,0.0031,21,20,17.8,27
04-01-20,0.033,0.0031,20,18,17.94,27
04-01-20,0.036,0.0034,25,13,18.59,27
04-01-20,0.039,0.004,23,11,19.33,26
04-01-20,0.041,0.004,25,18,19.68,26
04-01-20,0.032,0.003,27,13,19.63,28
04-01-20,0.027,0.0028,26,16,17.29,34
04-01-20,0.019,0.0028,21,11,15.4,38
04-01-20,0.016,,41,9,14.33,42
04-01-20,0.011,,55,18,12.99,47
04-01-20,0.006,0.0036,56,21,12.47,50
05-01-20,0.017,0.0053,53,30,12,52
05-01-20,0.021,0.0038,66,26,11.32,53
05-01-20,0.021,0.0031,43,13,10.93,54
05-01-20,0.015,0.004,43,10,10.42,55
05-01-20,0.019,0.0058,43,10,10.15,55
05-01-20,0.017,0.0048,,,9.81,55
05-01-20,0.022,0.0048,,8,9.44,56
05-01-20,0.017,0.003,,6,9.27,56
05-01-20,0.012,0.0031,,3,9.01,56
05-01-20,0.021,0.0028,,2,8.32,59
05-01-20,0.025,0.0026,,3,10.73,49
05-01-20,0.028,0.0031,,,14.06,39
05-01-20,0.031,0.0037,,,18.67,29
05-01-20,0.032,0.0046,,14,20.36,24
05-01-20,0.035,0.0052,,25,20.66,24
05-01-20,0.054,0.0062,,23,21.53,23
05-01-20,0.06,0.0039,,17,22.05,25
05-01-20,0.058,0.0037,,26,22.77,26
05-01-20,0.044,0.0034,,16,22.92,26
05-01-20,0.041,0.0032,,15,20.74,32
05-01-20,0.035,0.003,,18,18.64,35
05-01-20,0.02,0.0027,,11,16.76,39
05-01-20,0.017,0.0029,,13,15.62,43
05-01-20,0.016,0.0041,,21,14.55,46
06-01-20,0.018,0.0055,,28,14.23,47
06-01-20,0.011,0.0042,,23,13.64,48
06-01-20,0.02,0.0076,,20,13.38,48
06-01-20,0.018,0.0048,,17,13.28,47
06-01-20,0.019,0.0052,,15,12.69,48
06-01-20,0.021,0.0052,,11,12.29,49
06-01-20,0.02,0.0054,,5,12.14,48
06-01-20,0.009,0.0043,,7,11.93,47
06-01-20,0.004,0.0056,,5,12.17,45
06-01-20,0.008,0.0052,,8,12.21,44
06-01-20,0.02,0.0039,,5,13.83,39
06-01-20,0.028,0.0028,,,16.83,32
06-01-20,0.03,0.0026,,7,20.42,25
06-01-20,0.035,0.0033,28,5,24.2,19
06-01-20,0.048,0.0051,18,14,25.48,16
06-01-20,0.056,0.0043,33,24,25.43,17
06-01-20,0.056,0.0084,65,42,26.03,19
06-01-20,0.052,0.0094,132,54,26.47,18
06-01-20,0.044,0.0085,117,38,25.96,21
06-01-20,0.037,0.0049,114,36,22.92,28
06-01-20,0.027,0.005,87,11,21.07,31
06-01-20,0.01,0.0081,64,12,20.73,30
06-01-20,0.03,0.01,64,20,19.96,31
06-01-20,0.033,0.007,71,19,20.06,30
07-01-20,0.038,0.0042,50,18,19.06,31
07-01-20,0.03,0.0037,25,,18.68,29
07-01-20,0.033,0.0038,18,4,18.31,28
07-01-20,0.038,0.0041,22,2,18.43,26
07-01-20,0.029,0.0053,16,7,18.38,23
07-01-20,0.031,0.006,24,12,16.92,26
07-01-20,0.031,0.0059,54,12,16.02,26
07-01-20,0.026,0.0051,43,4,15.22,26
07-01-20,0.017,0.0049,38,3,14.68,27
07-01-20,0.014,0.0053,47,11,14.17,29
07-01-20,0.017,0.0051,50,5,13.84,31
07-01-20,0.028,0.0062,55,8,13.63,33
07-01-20,0.034,0.0051,66,20,14.76,31
07-01-20,0.039,0.0047,54,11,16.29,29
07-01-20,0.045,0.0047,59,11,17.45,27
07-01-20,0.047,0.0038,51,5,17.96,29
07-01-20,0.05,0.0047,39,5,18.19,30
07-01-20,0.055,0.0044,45,12,18.42,29
07-01-20,0.048,0.0047,56,13,18.69,29
07-01-20,0.044,0.0047,52,10,17.67,34
07-01-20,0.041,0.0033,41,4,15.86,40
07-01-20,0.043,0.0029,30,8,14.86,45
07-01-20,0.037,0.0027,19,11,14.11,49
07-01-20,0.032,0.0027,24,10,13.34,54
08-01-20,0.037,0.0026,21,10,12.28,59
08-01-20,0.034,0.0025,25,6,11.98,60
08-01-20,0.029,0.0025,24,10,11.7,62
08-01-20,0.028,0.0024,28,4,10.99,64
08-01-20,0.027,0.0024,21,5,10.13,68
08-01-20,0.023,0.0025,19,5,9.76,69
08-01-20,0.013,0.0031,16,2,9.38,70
08-01-20,0.006,0.0029,29,10,9.55,70
08-01-20,0.005,0.0028,23,7,8.97,72
08-01-20,0.009,0.0027,32,9,8.1,72
08-01-20,0.017,0.0028,40,6,9.1,68
08-01-20,0.027,0.003,57,11,11.56,62
08-01-20,0.031,0.0035,51,9,15.49,55
08-01-20,0.035,0.0044,42,23,16.31,54
08-01-20,0.042,0.005,68,31,16.62,56
08-01-20,0.044,0.0047,80,23,17.44,54
08-01-20,0.037,0.0036,57,6,18.64,50
08-01-20,0.029,0.0038,49,11,18.69,55
08-01-20,0.024,0.0053,68,14,18.35,56
08-01-20,0.017,0.0054,46,11,18.3,56
08-01-20,0.014,0.0037,46,11,17.7,57
08-01-20,0.011,0.003,53,14,17.17,59
08-01-20,0.004,0.0029,86,21,16.78,61
08-01-20,0.005,0.0034,61,25,16.56,64
09-01-20,0.004,0.0035,57,14,16.22,69
09-01-20,0.006,0.0036,54,18,15.4,75
09-01-20,0.015,0.0035,47,13,14.11,78
09-01-20,0.018,0.0033,44,19,13.45,74
09-01-20,0.018,0.003,35,14,12.87,72
09-01-20,0.016,0.0032,37,13,12.77,71
09-01-20,0.008,0.0029,29,12,12.47,72
09-01-20,0.005,0.0029,35,19,12.04,74
09-01-20,0.002,0.0037,41,22,11.97,76
09-01-20,0.002,0.004,66,19,11.81,77
09-01-20,0.005,0.0042,84,33,12.77,75
09-01-20,0.013,0.0048,137,31,14.03,72
09-01-20,0.01,0.0061,156,30,18.46,57
09-01-20,0.02,0.0052,86,40,19.35,53
09-01-20,0.033,0.0049,96,35,21.18,47
09-01-20,0.031,0.0043,76,20,23.61,37
09-01-20,0.038,0.0071,69,69,22.99,46
09-01-20,0.039,0.0056,113,52,23.14,49
09-01-20,0.023,0.0045,109,33,23.85,45
09-01-20,0.01,0.0037,88,39,22.22,52
09-01-20,0.01,0.0034,108,25,20.24,55
09-01-20,0.009,0.0035,127,23,19.45,54
09-01-20,0.006,0.0035,184,28,19.51,53
09-01-20,0.004,0.0034,161,33,18.41,57
10-01-20,0.003,0.0033,117,29,17.25,62
10-01-20,0.002,0.0038,94,30,16.93,64
10-01-20,0.004,0.0039,89,33,16.54,67
10-01-20,0.002,0.0038,103,32,15.79,68
10-01-20,0.002,0.0037,76,36,15.16,75
10-01-20,0.005,0.0037,78,32,14.51,77
10-01-20,0.002,0.0053,72,14,13.8,70
10-01-20,0.002,0.0043,67,30,13.36,71
10-01-20,0.003,0.0041,60,18,12.89,73
10-01-20,0.004,0.0084,64,26,13.09,68
10-01-20,0.008,0.0141,125,34,13.55,70
10-01-20,0.008,0.0192,196,70,15.8,71
10-01-20,0.01,0.0227,226,94,19.45,56
10-01-20,0.019,0.0121,227,81,19.43,57
10-01-20,0.025,0.0088,214,79,21.83,54
10-01-20,0.031,0.0094,200,84,22.71,53
10-01-20,0.039,0.0111,220,72,24.06,47
10-01-20,0.034,0.0098,208,72,24.2,47
10-01-20,0.023,0.0068,156,59,23.89,49
10-01-20,0.005,0.0056,124,51,23.3,52
10-01-20,0.004,0.005,122,52,21.59,59
10-01-20,0.021,0.0072,173,52,20.68,62
10-01-20,0.03,0.0122,207,61,24.9,32
10-01-20,0.016,0.0074,533,13,27,14
11-01-20,0.017,0.0066,230,48,21.64,39
11-01-20,0.014,0.0053,196,26,19.03,39
11-01-20,0.023,0.0048,109,14,18.12,39
11-01-20,0.022,0.0061,90,13,18.68,31
11-01-20,0.026,0.0128,107,16,17.92,30
11-01-20,0.027,0.0141,82,8,17.75,26
11-01-20,0.017,0.007,51,10,16.93,25
11-01-20,0.017,0.0036,49,16,14.5,34
11-01-20,0.016,0.0033,46,14,14.19,33
11-01-20,0.024,0.0033,41,8,13.77,32
11-01-20,0.029,0.0065,65,6,15.58,19
11-01-20,0.026,0.0041,111,6,17.37,18
11-01-20,0.039,0.0037,65,16,19.81,17
11-01-20,0.038,0.0037,65,14,20.69,13
11-01-20,0.042,0.0033,30,3,21.74,14
11-01-20,0.044,0.0031,28,5,22.16,13
11-01-20,0.046,0.0028,33,,22.42,13
11-01-20,0.045,0.003,29,6,22.42,13
11-01-20,0.043,0.0031,41,11,22.15,14
11-01-20,0.034,0.0028,42,10,20.01,21
11-01-20,0.039,0.0029,43,19,17.96,26
11-01-20,0.035,0.0028,41,3,17.56,23
11-01-20,0.036,0.0027,55,5,16.74,23
11-01-20,0.035,0.0027,32,15,16.11,24
12-01-20,0.031,0.0026,24,4,15.15,26
12-01-20,0.031,0.0025,21,6,13.76,30
12-01-20,0.025,0.0032,21,6,12.64,34
12-01-20,0.028,0.0028,18,5,11.24,39
12-01-20,0.025,0.0029,21,7,10.35,43
12-01-20,0.019,0.0072,20,7,9.57,47
12-01-20,0.02,0.0046,25,4,9.28,47
12-01-20,0.02,0.0037,20,5,9.07,48
12-01-20,0.007,0.0035,22,9,9.2,48
12-01-20,0.012,0.0041,24,10,8.83,50
12-01-20,0.027,0.0053,33,12,9.55,50
12-01-20,0.033,0.0075,38,,12.31,41
12-01-20,0.039,0.0078,23,12,15.66,33
12-01-20,0.046,0.0054,39,18,17.87,27
12-01-20,0.053,0.0046,25,22,18.4,27
12-01-20,0.045,0.0041,46,15,19.54,25
12-01-20,0.048,0.008,49,22,19.98,25
12-01-20,0.042,0.0076,75,30,19.93,28
12-01-20,0.04,0.0089,76,29,20.19,31
12-01-20,0.034,0.0043,69,22,18.98,36
12-01-20,0.026,0.0035,53,15,17.01,39
12-01-20,0.014,0.0046,51,14,16.81,43
12-01-20,0.009,0.0106,48,17,16.22,50
12-01-20,0.013,0.0072,77,25,15.48,50
13-01-20,0.013,0.0087,65,19,15.02,48
13-01-20,0.01,0.005,64,23,14.64,51
13-01-20,0.015,0.0047,61,18,13.74,56
13-01-20,0.016,0.0043,54,19,13.28,56
13-01-20,0.021,0.0039,37,16,12.68,59
13-01-20,0.023,0.0036,37,14,12.74,56
13-01-20,0.016,0.0034,28,12,12.88,53
13-01-20,0.009,0.0033,25,17,13.08,54
13-01-20,0.002,0.0035,37,14,12.88,58
13-01-20,0.004,0.0041,49,19,12.9,60
13-01-20,0.009,0.004,103,24,13.61,56
13-01-20,0.015,0.0041,97,21,15.24,49
13-01-20,0.026,0.0093,83,18,17.1,44
13-01-20,0.029,0.0232,119,54,18.72,41
13-01-20,0.03,0.0213,147,46,20.25,40
13-01-20,0.036,0.0172,151,44,20.88,39
13-01-20,0.044,0.0124,159,46,21.32,40
13-01-20,0.036,0.0097,141,36,22.34,38
13-01-20,0.023,0.0078,126,40,21.94,40
13-01-20,0.011,0.0066,111,26,21.11,44
13-01-20,0.008,0.0055,131,32,19.26,50
13-01-20,0.007,0.0051,156,42,18.13,52
13-01-20,0.008,0.005,143,42,17.87,53
13-01-20,0.007,0.0049,147,46,17.12,55
14-01-20,0.008,0.0057,162,54,16.51,56
14-01-20,0.019,0.0059,146,45,15.8,58
14-01-20,0.015,0.0046,121,30,15.48,55
14-01-20,0.016,0.0076,52,27,15.13,57
14-01-20,0.018,0.0053,66,23,14.51,59
14-01-20,0.021,0.0048,54,26,13.81,60
14-01-20,0.019,0.0037,32,19,13.36,61
14-01-20,0.011,0.0033,30,11,13.26,59
14-01-20,0.004,0.0033,25,21,13.04,60
14-01-20,0.006,0.0034,42,14,12.88,60
14-01-20,0.006,0.0034,63,17,13.88,58
14-01-20,0.002,0.0035,58,10,17.23,46
14-01-20,0.002,0.0073,46,23,22.22,37
14-01-20,0.002,0.0089,80,38,23.16,38
14-01-20,,0.0083,126,55,23.65,41
14-01-20,,0.0123,127,62,24.44,40
14-01-20,,0.0126,178,69,25.03,38
14-01-20,,0.0084,159,55,24.62,41
14-01-20,,0.0073,138,38,24.75,43
14-01-20,,0.0062,115,35,23.91,47
14-01-20,,0.0049,117,23,22.7,52
14-01-20,,0.0049,85,15,21.65,56
14-01-20,,0.0075,99,33,20.79,61
14-01-20,,0.0079,101,28,20.13,61
15-01-20,,0.0063,95,31,19.3,59
15-01-20,,0.0048,92,29,18.5,60
15-01-20,,0.0041,65,22,18.29,58
15-01-20,,0.0038,63,23,17.75,60
15-01-20,,0.0036,68,26,17.26,62
15-01-20,,0.0038,57,27,16.8,66
15-01-20,,0.004,57,20,16.07,65
15-01-20,,0.0037,39,27,15.38,69
15-01-20,,0.0036,49,24,15.24,68
15-01-20,,0.0038,59,34,15.13,72
15-01-20,,0.0175,124,30,15.92,67
15-01-20,,0.029,113,44,17.35,65
15-01-20,,0.0133,182,75,20.27,65
15-01-20,,0.007,138,52,21.27,67
15-01-20,,0.0051,117,48,21.84,66
15-01-20,,0.0052,124,64,21.82,66
15-01-20,,0.0047,150,77,21.51,66
15-01-20,,0.0048,130,67,21.84,65
15-01-20,,0.0051,126,72,21.97,65
15-01-20,,0.0047,133,72,21.55,67
15-01-20,,0.0042,133,,20.47,70
15-01-20,,0.0037,164,59,19.71,72
15-01-20,,0.0036,161,65,19.63,72
15-01-20,,0.0039,240,66,19.12,74
16-01-20,,0.0041,151,58,18.94,74
16-01-20,,0.0038,130,72,18.42,75
16-01-20,,0.004,122,54,17.98,77
16-01-20,,0.0041,122,56,17.59,77
16-01-20,,0.0039,104,65,17.19,79
16-01-20,,0.0039,87,44,17.37,78
16-01-20,,0.0047,102,43,17.52,77
16-01-20,,0.0038,76,33,16.91,78
16-01-20,,0.0032,68,37,16.21,83
16-01-20,,0.0032,59,39,16.9,80
16-01-20,,,63,,17.1,81
16-01-20,,,96,30,18.54,78
16-01-20,,0.0041,113,71,19.97,75
16-01-20,,0.0034,121,87,19.89,80
16-01-20,,0.0033,27,5,20.6,77
16-01-20,,0.0032,36,,21.19,70
16-01-20,,0.003,38,,21.75,65
16-01-20,,0.0029,40,,22.26,61
16-01-20,,0.0028,43,,22.17,61
16-01-20,,0.0027,43,,22.27,61
16-01-20,,0.0026,40,4,22.31,60
16-01-20,,0.0026,35,,22.41,59
16-01-20,,,34,,22.25,59
16-01-20,,0.0025,36,5,21.23,65
17-01-20,,0.0025,33,,20.53,73
17-01-20,,0.0024,32,9,19.78,78
17-01-20,,0.0023,26,2,19.38,80
17-01-20,,0.0025,19,7,19.19,80
17-01-20,,0.0026,32,3,18.77,82
17-01-20,,0.0025,7,,18.73,83
17-01-20,,0.0024,10,,18.79,83
17-01-20,,0.0024,12,,18.81,83
17-01-20,,,10,,18.95,81
17-01-20,,0.0023,12,5,19.11,79
17-01-20,,0.0024,24,,19.16,79
17-01-20,,0.0025,11,4,19.49,79
17-01-20,,0.0029,21,18,19.37,79
17-01-20,,0.0029,36,4,19.34,80
17-01-20,0.001,0.0027,25,10,19.23,81
17-01-20,,0.0026,32,6,19.72,79
17-01-20,,0.0028,31,20,19.7,80
17-01-20,,0.0028,45,11,20.1,76
17-01-20,,0.0027,47,22,19.29,81
17-01-20,,0.0026,30,17,18.44,83
17-01-20,,0.0026,39,30,18.31,84
17-01-20,,0.0029,57,33,18.19,85
17-01-20,,0.0029,77,25,18.27,85
17-01-20,,0.0028,64,34,18.31,85
18-01-20,,0.003,58,33,18.43,85
18-01-20,,0.0035,73,31,18.25,86
18-01-20,,0.0031,51,48,18.09,86
18-01-20,,0.003,54,33,17.93,87
18-01-20,,0.0033,34,15,18.04,86
18-01-20,,0.0035,28,10,18.54,82
18-01-20,,0.003,18,,17.79,82
18-01-20,,0.0036,15,6,17.71,82
18-01-20,,0.0033,16,6,17.39,82
18-01-20,,0.0031,21,15,16.96,83
18-01-20,,0.004,19,14,17.41,84
18-01-20,,0.0078,53,24,19.48,78
18-01-20,,0.006,70,45,20.3,74
18-01-20,,0.0048,104,62,18.64,79
18-01-20,,0.0059,71,9,20.24,70
18-01-20,,0.0047,45,14,22.12,61
18-01-20,,0.0039,44,14,22.78,58
18-01-20,,0.0039,41,21,23.14,57
18-01-20,,0,50,14,23.15,57
18-01-20,,0.0038,48,26,22.45,60
18-01-20,,0.0039,56,20,21.01,63
18-01-20,,0.0039,43,7,19.1,69
18-01-20,,0.0034,38,16,18.18,72
18-01-20,,0.0032,38,13,17.88,73
19-01-20,,0.0031,22,6,18.17,71
19-01-20,,0.003,21,9,17.97,72
19-01-20,,0.0028,18,15,17.23,76
19-01-20,,0.0026,17,8,16.09,83
19-01-20,,0.0026,13,5,14.92,85
19-01-20,0,0,11,6,14,83
19-01-20,0,0.0031,15,9,14.51,73
19-01-20,0,0.0031,17,13,14.3,66
19-01-20,0,0.0029,21,10,13.37,68
19-01-20,0,0.0027,23,12,12.58,68
19-01-20,0,0.0032,25,12,12.1,67
19-01-20,0,0.0032,31,8,11.65,67
19-01-20,0,0.0035,32,11,11.48,66
19-01-20,0,0.0042,36,13,11.87,64
19-01-20,0,0.0045,40,18,11.96,62
19-01-20,0,0.006,37,13,12.34,62
19-01-20,0,0.0061,37,5,12.64,60
19-01-20,0,0.0062,37,14,12.77,60
19-01-20,0,0.006,39,3,12.86,60
19-01-20,0,0.0057,36,14,12.84,58
19-01-20,0,0.0045,39,6,12.89,57
19-01-20,0,0.0041,34,16,12.5,53
19-01-20,0,0.0035,24,10,12.11,51
19-01-20,0,0.0048,23,6,11.82,56
20-01-20,0,0.0044,35,4,11.75,51
20-01-20,0,0.0033,29,11,11.6,55
20-01-20,0,0.0028,13,3,11.59,55
20-01-20,0,0.0028,13,6,11.61,54
20-01-20,0,0,12,6,11.58,52
20-01-20,0,0.0031,10,7,11.43,51
20-01-20,0,0.0039,7,2,11.34,48
20-01-20,0,0.0043,4,4,11.09,50
20-01-20,0,0.004,5,,10.91,52
20-01-20,0,0.005,19,4,10.62,56
20-01-20,0,0.0076,32,10,10.58,59
20-01-20,0,0.0065,43,14,10.55,61
20-01-20,0,0.0037,44,12,11,58
20-01-20,0,0.0034,32,10,11.38,54
20-01-20,0,0.0032,12,5,11.77,51
20-01-20,0,0.0028,21,4,12.01,51
20-01-20,0,0.0027,16,8,12.64,48
20-01-20,0,0.0026,21,5,12.92,49
20-01-20,0,0.0025,14,6,12.51,51
20-01-20,0,0.0024,21,8,12.01,53
20-01-20,0,0.0024,25,13,11.71,53
20-01-20,0,0,8,,11.85,53
20-01-20,0,0,11,2,11.96,53
20-01-20,0,0,21,4,11.83,53
21-01-20,0,0.0029,20,,11.43,54
21-01-20,0,0.0026,25,,11.54,56
21-01-20,0,0.0024,13,4,11.41,58
21-01-20,0,0.0024,15,8,11.3,60
21-01-20,0,0,15,14,11.24,60
21-01-20,0,0.0025,10,,11.08,61
21-01-20,0,0.003,6,3,10.51,67
21-01-20,0,0.0038,10,6,10.28,70
21-01-20,0,0.004,22,20,9.85,73
21-01-20,0,0.003,23,5,9.69,75
21-01-20,0,0.003,29,2,9.68,76
21-01-20,0,0,27,4,9.47,79
21-01-20,0,0,33,18,9.42,81
21-01-20,,0.0031,26,11,9.27,83
21-01-20,0.004,0.0029,23,,9.27,84
21-01-20,0.023,0.0028,23,16,9.67,84
21-01-20,0.024,0.0027,18,11,10.85,80
21-01-20,0.022,0.0027,29,,11.46,75
21-01-20,0.018,0,34,,11.56,75
21-01-20,0.019,0.0025,35,20,11.01,80
21-01-20,0.024,0.0025,24,18,10.92,82
21-01-20,0.03,0.0024,20,5,11.19,81
21-01-20,0.031,0.0023,4,,11.47,81
21-01-20,0.031,0.0023,7,,11.62,81
22-01-20,0.028,0,8,,11.6,82
22-01-20,0.026,0,6,4,11.6,82
22-01-20,0.023,0,7,7,11.68,82
22-01-20,0.02,0,8,,11.68,80
22-01-20,0.016,0.0025,19,,11.78,79
22-01-20,0.022,0.0029,20,,12.03,79
22-01-20,0.013,0.0042,28,21,12.1,76
22-01-20,0.013,0.005,7,,12.43,76
22-01-20,0.016,0.005,43,21,12.36,76
22-01-20,0.009,0.0034,29,,12.76,71
22-01-20,0.014,0.0036,21,,13.1,70
22-01-20,0.01,0.0034,43,24,13.85,67
22-01-20,0.011,0.0032,11,,14.95,64
22-01-20,0.013,0.0033,39,2,15.37,64
22-01-20,0.011,0.0037,50,27,16.48,60
22-01-20,0.009,0.0038,59,49,16.71,59
22-01-20,0.008,0.0043,63,29,16.32,63
22-01-20,0.008,0.0051,107,43,15.47,67
22-01-20,0.008,0.007,108,31,15.53,68
22-01-20,0.007,0.007,122,55,15.84,67
22-01-20,0.007,0.0082,131,47,15.94,67
22-01-20,0.006,0.0061,157,43,15.11,70
22-01-20,0.01,0.0051,132,45,14.58,72
22-01-20,0.008,0.0074,136,45,14.15,74
23-01-20,0.006,0.0116,193,54,13.75,74
23-01-20,0.009,0.0082,182,54,13,77
23-01-20,0.006,0.011,109,47,12.97,77
23-01-20,0.007,0.0233,127,55,12.85,76
23-01-20,0.006,0.0128,104,31,13.12,73
23-01-20,0.004,0.0102,126,34,13.07,71
23-01-20,0.003,0.0076,48,20,13.33,69
23-01-20,0.003,0.0056,42,20,12.26,71
23-01-20,0.004,0.0049,24,8,11.66,74
23-01-20,0.005,0.0048,33,19,11.73,73
23-01-20,0.013,0.0059,73,19,12.81,69
23-01-20,0.015,0.0059,81,23,16.66,53
23-01-20,0.02,0.0086,32,23,19.29,46
23-01-20,0.031,0.0099,94,37,19.89,47
23-01-20,0.04,0.0076,103,22,21.05,42
23-01-20,0.043,0.0069,46,6,22.12,38
23-01-20,0.04,0.0048,46,16,22.64,34
23-01-20,0.043,0.0049,28,,23.02,32
23-01-20,0.037,0.0043,32,6,23.02,34
23-01-20,0.03,0.0037,25,12,21.93,37
23-01-20,0.025,0.0035,35,11,20.35,41
23-01-20,0.024,0.0042,27,8,19.76,41
23-01-20,0.029,0.0048,46,11,19.35,37
23-01-20,0.028,0.0071,35,10,18.66,39
24-01-20,0.03,0.0039,26,8,17.4,43
24-01-20,0.03,0.0032,23,7,16.64,46
24-01-20,0.031,0.003,18,8,16.09,48
24-01-20,0.016,0.0029,17,7,15.39,52
24-01-20,0.014,0.008,13,3,15.33,51
24-01-20,0.026,0.0074,28,21,14.23,59
24-01-20,0.023,0.0155,28,,13.73,67
24-01-20,0.016,0.0098,22,3,13.45,75
24-01-20,0.01,0.0057,23,9,12.51,78
24-01-20,0.009,0.0046,27,11,12,76
24-01-20,0.019,0.0045,42,10,13.54,68
24-01-20,0.029,0.0064,44,19,14.62,64
24-01-20,0.041,0.0064,57,34,15.85,60
24-01-20,0.041,0.0035,35,4,17.56,47
24-01-20,0.043,0.0045,18,14,17.95,48
24-01-20,0.044,0.0045,51,13,18.53,48
24-01-20,0.045,0.0033,43,5,18.89,47
24-01-20,0.042,0.0028,59,,19.19,47
24-01-20,0.04,0.0028,29,4,18.54,50
24-01-20,0.036,0.0026,29,,17.62,53
24-01-20,0.036,0.0026,36,12,16.5,59
24-01-20,0.036,0,23,8,16.06,62
24-01-20,0.033,0.0025,25,14,15.52,66
24-01-20,0.023,0.0025,28,23,14.84,72
25-01-20,0.018,0,21,,14.31,72
25-01-20,0.023,0,27,12,13.75,75
25-01-20,0.019,0,19,,14.01,75
25-01-20,0.022,0.0024,24,9,13.54,76
25-01-20,0.018,0.0024,24,3,13.45,77
25-01-20,0.014,0,17,,13.54,77
25-01-20,0.013,0,17,8,13.39,78
25-01-20,0.006,0.0025,17,,13.38,78
25-01-20,0.004,0.0027,37,30,13.59,81
25-01-20,0.005,0.0031,72,34,13.35,82
25-01-20,0.006,0.0029,67,34,13.27,81
