#CE_2020,,,,,
#Local Datetime (mm,dd,yyyy HH,mm),O3 (ppb),PM10 (µg,m3),PM2.5 (µg,m3),Temperature
26,04,20,11,00,0.047,NaN,11.9,20.05,81
26,04,20,12,00,0.055,NaN,13.85,21.44,75
26,04,20,13,00,0.058,NaN,11.73,22.05,73
26,04,20,14,00,0.055,NaN,14.54,21.73,74
26,04,20,15,00,0.051,NaN,11.59,22.09,73
26,04,20,16,00,0.048,NaN,11.23,23.03,68
26,04,20,17,00,0.046,NaN,11.81,22.89,68
26,04,20,18,00,0.046,NaN,10.94,22.74,69
26,04,20,19,00,0.047,NaN,10.48,22.83,69
26,04,20,20,00,0.046,NaN,11.08,23.19,69
26,04,20,21,00,0.041,NaN,11.34,23.51,67
26,04,20,22,00,0.054,NaN,11.74,23.21,68
26,04,20,23,00,0.048,NaN,12.05,22.02,74
27,04,20,0,00,0.047,NaN,11.19,21.52,76
27,04,20,1,00,0.041,NaN,11.22,21.11,78
27,04,20,2,00,0.037,NaN,11.94,20.75,79
27,04,20,3,00,0.04,NaN,11.3,20.63,79
27,04,20,4,00,0.032,NaN,12.38,20.6,80
27,04,20,5,00,0.024,NaN,13.34,20.69,81
27,04,20,6,00,0.025,NaN,14.03,21.08,80
27,04,20,7,00,0.03,NaN,12.18,21.52,78
27,04,20,8,00,0.032,NaN,12.18,21.8,77
27,04,20,9,00,0.035,NaN,11.89,22.49,74
27,04,20,10,00,0.04,NaN,12.41,23.44,70
27,04,20,11,00,0.044,NaN,12.13,24.3,67
27,04,20,12,00,0.052,NaN,13.09,26.08,61
27,04,20,13,00,0.051,NaN,12.98,27.64,56
27,04,20,14,00,0.052,NaN,11.74,28.78,51
27,04,20,15,00,0.047,NaN,11.73,28.62,50
27,04,20,16,00,0.047,NaN,11.35,28.47,49
27,04,20,17,00,0.045,NaN,11.59,27.73,53
27,04,20,18,00,0.044,NaN,12.45,26.97,54
27,04,20,19,00,0.051,NaN,13.34,27.48,46
27,04,20,20,00,0.051,NaN,13.89,27.11,47
27,04,20,21,00,0.043,NaN,15.68,26.88,48
27,04,20,22,00,0.027,NaN,22.38,24.58,62
27,04,20,23,00,0.037,NaN,20.71,23.8,66
28,04,20,0,00,0.04,NaN,19.73,23.51,67
28,04,20,1,00,0.039,NaN,20.12,23.25,69
28,04,20,2,00,0.045,NaN,21.93,23.12,69
28,04,20,3,00,0.029,NaN,23.91,22.59,70
28,04,20,4,00,0.039,NaN,23.4,22.19,71
28,04,20,5,00,0.021,NaN,22.01,21.81,73
28,04,20,6,00,0.029,NaN,24.39,21.7,77
28,04,20,7,00,0.034,NaN,26.65,23.91,70
28,04,20,8,00,0.053,NaN,29.6,25.89,61
28,04,20,9,00,0.061,NaN,36.17,27.82,54
28,04,20,10,00,0.082,NaN,35.14,29.13,48
28,04,20,11,00,0.112,NaN,33.34,30.42,42
28,04,20,12,00,0.117,NaN,28.47,32.13,37
28,04,20,13,00,0.088,NaN,25.04,33.05,38
28,04,20,14,00,0.072,NaN,21.2,32.45,39
28,04,20,15,00,0.057,NaN,21.45,29.99,47
28,04,20,16,00,0.057,NaN,14.63,30.05,35
28,04,20,17,00,0.06,NaN,8.75,30.67,25
28,04,20,18,00,0.049,NaN,12.76,29.65,33
28,04,20,19,00,0.052,NaN,9.81,27.83,34
28,04,20,20,00,0.038,NaN,11.65,27.44,36
28,04,20,21,00,0.039,NaN,11.66,26.91,36
28,04,20,22,00,0.042,NaN,9.05,25.92,38
28,04,20,23,00,0.053,NaN,7.04,25.81,36
29,04,20,0,00,0.057,NaN,5.98,25.97,34
29,04,20,1,00,0.045,NaN,6.6,24.26,39
29,04,20,2,00,0.04,NaN,9.72,24.48,38
29,04,20,3,00,0.037,NaN,8.72,24.2,39
29,04,20,4,00,0.025,NaN,10.1,22.62,45
29,04,20,5,00,0.014,NaN,13.49,22.56,46
29,04,20,6,00,0.02,NaN,14.37,25.52,37
29,04,20,7,00,0.032,NaN,13.39,28.27,31
29,04,20,8,00,0.057,NaN,12.97,30.82,26
29,04,20,9,00,0.069,NaN,11.86,34.21,20
29,04,20,10,00,0.07,NaN,15.42,33.9,22
29,04,20,11,00,0.059,NaN,10.78,31.38,31
29,04,20,12,00,0.069,NaN,10.02,31.51,31
29,04,20,13,00,0.066,NaN,12.87,31.49,33
29,04,20,14,00,0.066,NaN,15.12,31.56,34
29,04,20,15,00,0.056,NaN,16.13,27.61,50
29,04,20,16,00,0.049,NaN,13.28,25.69,58
29,04,20,17,00,0.055,NaN,13.41,26.09,52
29,04,20,18,00,0.057,NaN,12.98,25.6,53
29,04,20,19,00,0.057,NaN,14.66,24.66,60
29,04,20,20,00,0.059,NaN,12.27,23.93,62
29,04,20,21,00,0.059,NaN,11.42,23.36,65
29,04,20,22,00,0.059,NaN,11.49,23.2,66
29,04,20,23,00,0.055,NaN,12.03,23.12,67
30,04,20,0,00,0.052,NaN,12.34,22.87,69
30,04,20,1,00,0.049,NaN,12.24,22.68,71
30,04,20,2,00,0.049,NaN,12.27,22.44,71
30,04,20,3,00,0.047,NaN,12.87,21.97,73
30,04,20,4,00,0.05,NaN,11.51,22.02,68
30,04,20,5,00,0.043,NaN,13.02,21.96,73
30,04,20,6,00,0.039,NaN,10.91,20.69,79
30,04,20,7,00,0.039,NaN,8.03,19.73,81
30,04,20,8,00,0.038,NaN,8.09,20.66,76
30,04,20,9,00,0.053,NaN,8.11,21.27,74
30,04,20,10,00,0.055,NaN,8.82,22.75,67
30,04,20,11,00,0.055,NaN,9.75,24.5,61
30,04,20,12,00,0.053,NaN,10,25.63,58
30,04,20,13,00,0.055,NaN,10.41,26.16,56
30,04,20,14,00,0.056,NaN,10.32,26.87,52
30,04,20,15,00,0.056,NaN,9.45,26.67,49
30,04,20,16,00,0.055,NaN,9.93,25.93,53
30,04,20,17,00,0.049,NaN,9.98,25.35,56
30,04,20,18,00,0.048,NaN,9.82,24.55,57
30,04,20,19,00,0.05,NaN,9.61,24.43,56
30,04,20,20,00,0.054,NaN,9.08,24.51,54
30,04,20,21,00,0.052,NaN,9.34,24.28,54
30,04,20,22,00,NaN,NaN,NaN,NaN,NaN
30,04,20,23,00,0.045,NaN,7.72,21.16,52
01,05,20,0,00,0.037,NaN,8.66,20.82,52
01,05,20,1,00,0.039,NaN,8.14,20.13,52
01,05,20,2,00,0.028,NaN,8.84,19.26,53
01,05,20,3,00,0.038,NaN,11.74,18.75,53
01,05,20,4,00,0.033,NaN,11.05,18.51,54
01,05,20,5,00,0.03,NaN,12.64,18.72,53
01,05,20,6,00,0.034,NaN,10.87,20.38,48
01,05,20,7,00,0.042,NaN,13.02,21.77,45
01,05,20,8,00,0.059,NaN,13.53,24.18,41
01,05,20,9,00,0.062,NaN,16.83,25.81,38
01,05,20,10,00,0.071,NaN,14.43,27.27,37
01,05,20,11,00,0.107,NaN,13.89,28.34,36
01,05,20,12,00,0.107,NaN,14.1,29.69,36
01,05,20,13,00,0.087,NaN,15.45,31.52,34
01,05,20,14,00,0.073,NaN,16.68,32.56,30
01,05,20,15,00,0.067,NaN,9.14,32.53,32
01,05,20,16,00,0.066,NaN,9.81,31.95,35
01,05,20,17,00,0.063,NaN,9.73,30.71,37
01,05,20,18,00,0.06,NaN,9.95,29.39,41
01,05,20,19,00,0.057,NaN,10.51,28.73,43
01,05,20,20,00,0.054,NaN,11.14,28.19,45
01,05,20,21,00,0.053,NaN,10.55,27.03,51
01,05,20,22,00,0.053,NaN,9.31,25.65,58
01,05,20,23,00,0.047,NaN,8.93,23.98,66
02,05,20,0,00,0.038,NaN,9.09,22.74,71
02,05,20,1,00,0.036,NaN,10.55,22.18,73
02,05,20,2,00,0.03,NaN,11.12,21.59,76
02,05,20,3,00,0.031,NaN,11.6,21.1,78
02,05,20,4,00,0.022,NaN,11.61,20.6,80
02,05,20,5,00,0.018,NaN,12.03,21.15,79
02,05,20,6,00,0.026,NaN,13.22,21.89,76
02,05,20,7,00,0.027,NaN,16.42,23.09,71
02,05,20,8,00,0.046,NaN,20.35,25.51,61
02,05,20,9,00,0.052,NaN,28.43,26.67,57
02,05,20,10,00,0.064,NaN,26.92,27.73,53
02,05,20,11,00,0.083,NaN,24.49,28.65,49
02,05,20,12,00,0.088,NaN,20.74,30.32,44
02,05,20,13,00,0.093,NaN,20.02,31.9,39
02,05,20,14,00,0.096,NaN,20.01,32.62,38
02,05,20,15,00,0.086,NaN,17.46,33.18,35
02,05,20,16,00,0.075,NaN,13.68,33.1,32
02,05,20,17,00,0.068,NaN,11.61,32.27,31
02,05,20,18,00,0.059,NaN,11.45,31.17,32
02,05,20,19,00,0.049,NaN,13.44,29.94,41
02,05,20,20,00,0.039,NaN,10.47,27.73,56
02,05,20,21,00,0.036,NaN,10.37,26.18,62
02,05,20,22,00,0.034,NaN,10.27,24.73,68
02,05,20,23,00,0.033,NaN,9.74,23.48,73
03,05,20,0,00,0.03,NaN,9.53,22.68,77
03,05,20,1,00,0.023,NaN,11.68,22.43,78
03,05,20,2,00,0.02,NaN,14.54,22.36,78
03,05,20,3,00,0.016,NaN,15.55,22.32,78
03,05,20,4,00,0.022,NaN,15.94,22.26,78
03,05,20,5,00,0.021,NaN,16.07,22.43,77
03,05,20,6,00,0.027,NaN,20.8,23.67,72
03,05,20,7,00,0.035,NaN,22.58,25.02,66
03,05,20,8,00,0.041,NaN,23.93,26.61,60
03,05,20,9,00,0.046,NaN,27.12,27.73,55
03,05,20,10,00,0.073,NaN,24.7,29.55,46
03,05,20,11,00,0.093,NaN,21.94,31.67,36
03,05,20,12,00,0.089,NaN,19.3,32.13,36
03,05,20,13,00,0.08,NaN,19.79,33.2,34
03,05,20,14,00,0.068,NaN,15.85,33.9,30
03,05,20,15,00,0.063,NaN,12.15,33.88,30
03,05,20,16,00,0.069,NaN,11.6,33.34,29
03,05,20,17,00,0.062,NaN,11.57,32.24,31
03,05,20,18,00,0.039,NaN,13.66,31.08,33
03,05,20,19,00,0.066,NaN,14.5,30.43,34
03,05,20,20,00,0.041,NaN,14.03,29.71,40
03,05,20,21,00,0.045,NaN,12.47,28.36,50
03,05,20,22,00,0.046,NaN,13.19,26.79,58
03,05,20,23,00,0.043,NaN,14.06,25.52,63
04,05,20,0,00,0.029,NaN,15.42,24.42,66
04,05,20,1,00,0.009,NaN,17.23,23.74,68
04,05,20,2,00,0.014,NaN,18.92,23.48,68
04,05,20,3,00,0.019,NaN,18.65,23.09,69
04,05,20,4,00,0.022,NaN,20.07,22.81,70
04,05,20,5,00,0.011,NaN,20.46,23.18,69
04,05,20,6,00,0.016,NaN,22.21,23.79,66
04,05,20,7,00,0.026,NaN,24.3,25.36,61
04,05,20,8,00,0.029,NaN,31.19,27,56
04,05,20,9,00,0.053,NaN,28.42,28.49,51
04,05,20,10,00,0.078,NaN,25.24,29.99,45
04,05,20,11,00,0.097,NaN,23.35,31.7,38
04,05,20,12,00,0.082,NaN,19.27,33.1,33
04,05,20,13,00,0.064,NaN,14.42,34.58,25
04,05,20,14,00,0.06,NaN,15.74,34.88,27
04,05,20,15,00,0.062,NaN,15.18,35.03,26
04,05,20,16,00,0.06,NaN,15.04,34.36,26
04,05,20,17,00,0.057,NaN,15.56,33.06,28
04,05,20,18,00,0.052,NaN,16.27,32.48,29
04,05,20,19,00,0.05,NaN,16.87,31.79,30
04,05,20,20,00,0.048,NaN,19.93,30.75,37
04,05,20,21,00,0.04,NaN,26.6,28.91,52
04,05,20,22,00,0.035,NaN,29.31,27.25,62
04,05,20,23,00,0.034,NaN,29.79,26.58,64
05,05,20,0,00,0.026,NaN,34.52,25.5,70
05,05,20,1,00,0.025,NaN,35.71,24.8,73
05,05,20,2,00,0.022,NaN,35.44,24.08,75
05,05,20,3,00,0.014,NaN,34.75,23.77,77
05,05,20,4,00,0.015,NaN,33.71,23.86,77
05,05,20,5,00,0.012,NaN,34.06,23.81,77
05,05,20,6,00,0.019,NaN,34.6,25.71,70
05,05,20,7,00,0.027,NaN,35.91,27.8,60
05,05,20,8,00,0.045,NaN,41.7,29.74,51
05,05,20,9,00,0.08,NaN,46.44,31.83,42
05,05,20,10,00,0.114,NaN,45.33,31.99,42
05,05,20,11,00,0.107,NaN,32.7,33.4,37
05,05,20,12,00,0.088,NaN,26.16,34.65,30
05,05,20,13,00,0.066,NaN,23.41,35.38,30
05,05,20,14,00,0.05,NaN,20.72,34.8,31
05,05,20,15,00,0.045,NaN,19.8,33,34
05,05,20,16,00,0.043,NaN,19.49,32.48,33
05,05,20,17,00,0.041,NaN,19.92,31.12,39
05,05,20,18,00,0.048,NaN,19.66,25.18,58
05,05,20,19,00,0.045,NaN,17.39,22.52,71
05,05,20,20,00,0.046,NaN,11.75,21.37,76
05,05,20,21,00,0.041,NaN,9.32,22.14,71
05,05,20,22,00,0.037,NaN,8.82,23.35,65
05,05,20,23,00,0.055,NaN,6.39,24.45,50
06,05,20,0,00,0.052,NaN,NaN,23.08,58
06,05,20,1,00,0.046,NaN,7.96,22.32,61
06,05,20,2,00,0.046,NaN,7.93,22.45,57
06,05,20,3,00,0.041,NaN,9.92,22.53,56
06,05,20,4,00,0.039,NaN,9.94,22.08,56
06,05,20,5,00,0.038,NaN,9.62,22.72,57
06,05,20,6,00,0.046,NaN,10.15,23.89,56
06,05,20,7,00,0.05,NaN,10.03,24.24,51
06,05,20,8,00,0.06,NaN,8.11,25.12,47
06,05,20,9,00,0.066,NaN,9.64,26.71,44
06,05,20,10,00,0.076,NaN,11.05,27.82,41
06,05,20,11,00,0.083,NaN,11.52,28.9,37
06,05,20,12,00,0.087,NaN,11.49,29.82,35
06,05,20,13,00,0.084,NaN,12.25,30.14,36
06,05,20,14,00,0.075,NaN,18.27,29.89,40
06,05,20,15,00,0.065,NaN,18.2,29.9,40
06,05,20,16,00,0.067,NaN,16.41,28.47,46
06,05,20,17,00,0.051,NaN,8.6,23.69,66
06,05,20,18,00,0.041,NaN,7.28,22.84,68
06,05,20,19,00,0.037,NaN,6.64,23.37,61
06,05,20,20,00,0.031,NaN,10.12,23.66,57
06,05,20,21,00,0.022,NaN,11.52,22.65,61
06,05,20,22,00,0.037,NaN,10.64,22.2,65
06,05,20,23,00,0.055,NaN,9,21.42,68
07,05,20,0,00,0.038,NaN,8.04,20.8,72
07,05,20,1,00,0.036,NaN,NaN,20.69,73
07,05,20,2,00,0.047,NaN,9.78,20.2,76
07,05,20,3,00,0.032,NaN,14.51,19.76,80
07,05,20,4,00,0.019,NaN,15.97,19.69,80
07,05,20,5,00,0.016,NaN,15.59,19.95,79
07,05,20,6,00,0.024,NaN,15.67,21.72,71
07,05,20,7,00,0.028,NaN,19.05,22.71,65
07,05,20,8,00,0.042,NaN,15.64,24.41,59
07,05,20,9,00,0.055,NaN,13.16,25.37,54
07,05,20,10,00,0.054,NaN,12.17,27.05,47
07,05,20,11,00,0.053,NaN,11.36,28.55,40
07,05,20,12,00,0.055,NaN,11.22,29.68,38
07,05,20,13,00,0.058,NaN,10.92,30.41,36
07,05,20,14,00,0.06,NaN,10.22,30.93,36
07,05,20,15,00,0.059,NaN,NaN,30.97,36
07,05,20,16,00,0.057,NaN,NaN,30.92,36
07,05,20,17,00,0.056,NaN,11.03,30.06,37
07,05,20,18,00,0.053,NaN,11.3,29.07,38
07,05,20,19,00,0.049,NaN,11.76,28.45,41
07,05,20,20,00,0.049,NaN,NaN,28.12,42
07,05,20,21,00,0.049,NaN,NaN,27.13,46
07,05,20,22,00,0.047,NaN,11.82,25.86,53
07,05,20,23,00,0.041,NaN,12.38,24.83,60
08,05,20,0,00,0.035,NaN,NaN,23.85,66
08,05,20,1,00,0.035,NaN,14.16,23.19,69
08,05,20,2,00,0.033,NaN,NaN,22.66,71
08,05,20,3,00,0.032,NaN,NaN,22.14,72
08,05,20,4,00,0.019,NaN,17.29,21.67,73
08,05,20,5,00,0.018,NaN,20.12,22.24,71
08,05,20,6,00,0.024,NaN,21.79,23.92,65
08,05,20,7,00,0.028,NaN,27.6,24.95,61
08,05,20,8,00,0.05,NaN,25.39,26.86,53
08,05,20,9,00,0.061,NaN,26.3,27.91,49
08,05,20,10,00,0.098,NaN,27.47,29.87,44
08,05,20,11,00,0.111,NaN,23.25,33.23,35
08,05,20,12,00,0.103,NaN,22.77,32.6,36
08,05,20,13,00,0.087,NaN,19.29,32.85,35
08,05,20,14,00,0.072,NaN,20.82,30.88,39
08,05,20,15,00,0.055,NaN,17.18,20.81,75
08,05,20,16,00,0.059,NaN,8.27,20.14,73
08,05,20,17,00,0.058,NaN,7.58,21.41,66
08,05,20,18,00,0.047,NaN,9.32,22.48,62
08,05,20,19,00,0.034,NaN,11.98,22.03,67
08,05,20,20,00,0.032,NaN,10.54,21.23,70
08,05,20,21,00,0.025,NaN,14.27,21.94,68
08,05,20,22,00,0.031,NaN,12.24,21.72,67
08,05,20,23,00,0.045,NaN,8.62,21.44,67
09,05,20,0,00,0.048,NaN,NaN,20.58,70
09,05,20,1,00,0.047,NaN,8.93,19.94,77
09,05,20,2,00,0.052,NaN,6.65,19.91,76
09,05,20,3,00,0.054,NaN,NaN,18.76,82
09,05,20,4,00,0.053,NaN,6.97,18.21,83
09,05,20,5,00,0.046,NaN,8.21,18.16,80
09,05,20,6,00,0.026,NaN,11.99,18.48,80
09,05,20,7,00,0.046,NaN,11.24,20.38,75
09,05,20,8,00,0.044,NaN,11.48,22.15,66
09,05,20,9,00,0.05,NaN,11.77,22.35,64
09,05,20,10,00,0.055,NaN,12.73,22.26,63
09,05,20,11,00,0.055,NaN,12.71,22.26,62
09,05,20,12,00,0.047,NaN,16.38,20.64,70
09,05,20,13,00,0.044,NaN,7.56,19.99,72
09,05,20,14,00,0.048,NaN,NaN,20.82,68
09,05,20,15,00,0.05,NaN,NaN,21.46,65
09,05,20,16,00,0.048,NaN,6.14,21.4,64
09,05,20,17,00,0.045,NaN,NaN,20.8,68
09,05,20,18,00,0.047,NaN,9.63,20.47,68
09,05,20,19,00,0.047,NaN,9.85,19.95,71
09,05,20,20,00,0.051,NaN,9.39,20.13,68
09,05,20,21,00,0.051,NaN,8.66,20.1,68
09,05,20,22,00,0.05,NaN,7.66,19.89,69
09,05,20,23,00,0.053,NaN,7.1,20.08,67
10,05,20,0,00,0.051,NaN,6.86,20.07,68
10,05,20,1,00,0.044,NaN,9.7,19.53,72
10,05,20,2,00,0.04,NaN,11.31,18.86,77
10,05,20,3,00,0.033,NaN,11.83,18.41,81
10,05,20,4,00,0.032,NaN,11.13,18.66,81
10,05,20,5,00,0.029,NaN,11.12,18.55,83
10,05,20,6,00,0.035,NaN,9.89,18.28,84
10,05,20,7,00,0.039,NaN,8.48,18.41,84
10,05,20,8,00,0.038,NaN,7.47,18.66,82
10,05,20,9,00,0.04,NaN,6.29,19.34,79
10,05,20,10,00,0.046,NaN,NaN,19.32,79
10,05,20,11,00,0.049,NaN,22.81,19.84,77
10,05,20,12,00,0.049,NaN,9.28,20.86,69
10,05,20,13,00,0.047,NaN,9.71,20.95,70
10,05,20,14,00,0.048,NaN,10.84,21.57,68
10,05,20,15,00,0.051,NaN,NaN,22.68,63
10,05,20,16,00,0.051,NaN,9.88,23.91,60
10,05,20,17,00,0.05,NaN,9.27,23.35,61
10,05,20,18,00,0.048,NaN,10.71,22.54,64
10,05,20,19,00,0.051,NaN,10.93,22.66,63
10,05,20,20,00,0.052,NaN,9.08,23.04,60
10,05,20,21,00,0.044,NaN,7.91,23.34,58
10,05,20,22,00,0.057,NaN,8.24,22.32,68
10,05,20,23,00,0.051,NaN,8.26,21.76,71
11,05,20,0,00,0.046,NaN,8.16,20.71,79
11,05,20,1,00,0.047,NaN,6.73,20.22,83
11,05,20,2,00,0.046,NaN,6.51,19.87,85
11,05,20,3,00,0.046,NaN,6.16,19.68,85
11,05,20,4,00,0.03,NaN,6.7,19.52,85
11,05,20,5,00,0.037,NaN,7.4,19.58,85
11,05,20,6,00,0.03,NaN,7,19.74,85
11,05,20,7,00,0.032,NaN,7.7,20.38,81
11,05,20,8,00,0.035,NaN,8.13,21.5,74
11,05,20,9,00,0.04,NaN,7.36,23.07,65
11,05,20,10,00,0.043,NaN,7.21,23.6,62
11,05,20,11,00,0.047,NaN,7.45,24.89,56
11,05,20,12,00,0.048,NaN,7.02,26.16,50
11,05,20,13,00,0.046,NaN,6.87,25.61,53
11,05,20,14,00,0.043,NaN,7.23,25.18,57
11,05,20,15,00,0.037,NaN,7.27,24.68,61
11,05,20,16,00,0.047,NaN,6.55,25.46,51
11,05,20,17,00,0.05,NaN,4.56,23.09,57
11,05,20,18,00,0.041,NaN,5.91,23.34,62
11,05,20,19,00,0.045,NaN,5.21,22.67,61
11,05,20,20,00,0.048,NaN,5.21,21.37,66
11,05,20,21,00,0.041,NaN,6.34,21.52,66
11,05,20,22,00,0.032,NaN,8.37,20.37,76
11,05,20,23,00,0.025,NaN,8.78,19.91,81
12,05,20,0,00,0.026,NaN,NaN,20.13,81
12,05,20,1,00,0.026,NaN,12.87,19.97,82
12,05,20,2,00,0.026,NaN,12.56,20.03,82
12,05,20,3,00,0.028,NaN,15.9,20.04,82
12,05,20,4,00,0.024,NaN,9.07,19.79,82
12,05,20,5,00,0.022,NaN,9.51,19.71,82
12,05,20,6,00,0.018,NaN,10.9,20.19,79
12,05,20,7,00,0.02,NaN,12.43,20.66,77
12,05,20,8,00,0.03,NaN,12.35,21.87,70
12,05,20,9,00,0.04,NaN,13.98,24.42,60
12,05,20,10,00,0.059,NaN,19.07,25.46,55
12,05,20,11,00,0.078,NaN,16.48,26.28,52
12,05,20,12,00,0.085,NaN,16.53,27.2,49
12,05,20,13,00,0.132,NaN,16.01,27.85,49
12,05,20,14,00,0.085,NaN,15.31,28.85,47
12,05,20,15,00,0.052,NaN,15.36,28.7,46
12,05,20,16,00,0.076,NaN,15.23,28.7,46
12,05,20,17,00,0.046,NaN,13.44,27.86,49
12,05,20,18,00,0.043,NaN,12.42,26.91,52
12,05,20,19,00,0.044,NaN,12.49,26.45,54
12,05,20,20,00,0.043,NaN,12.17,26.39,55
12,05,20,21,00,0.048,NaN,NaN,25.73,60
12,05,20,22,00,0.038,NaN,NaN,24.54,68
12,05,20,23,00,0.037,NaN,10.73,23.51,73
13,05,20,0,00,0.032,NaN,NaN,22.7,76
13,05,20,1,00,0.029,NaN,15.62,22.18,79
13,05,20,2,00,0.033,NaN,15.35,21.89,81
13,05,20,3,00,0.028,NaN,15.51,21.78,82
13,05,20,4,00,0.024,NaN,9.76,21.58,82
13,05,20,5,00,0.017,NaN,11.08,21.6,83
13,05,20,6,00,0.021,NaN,12.62,21.93,81
13,05,20,7,00,0.022,NaN,15.71,22.71,78
13,05,20,8,00,0.024,NaN,19.28,23.61,73
13,05,20,9,00,0.037,NaN,20.66,24.75,67
13,05,20,10,00,0.053,NaN,16.78,26.69,60
13,05,20,11,00,0.052,NaN,16.35,27.16,59
13,05,20,12,00,0.05,NaN,15.59,28.25,55
13,05,20,13,00,0.052,NaN,13.57,29.71,48
13,05,20,14,00,0.049,NaN,12.94,30.74,43
13,05,20,15,00,0.049,NaN,12.67,31.21,43
13,05,20,16,00,0.049,NaN,12.98,31.02,44
13,05,20,17,00,0.046,NaN,12.39,30.39,45
13,05,20,18,00,0.041,NaN,12.74,29.51,50
13,05,20,19,00,0.039,NaN,12.72,26.01,63
13,05,20,20,00,0.043,NaN,9.52,24.34,56
13,05,20,21,00,0.044,NaN,9.06,23.02,63
13,05,20,22,00,0.04,NaN,8.53,22.69,69
13,05,20,23,00,0.034,NaN,10.32,22.58,76
14,05,20,0,00,0.033,NaN,12.58,22.75,77
14,05,20,1,00,0.03,NaN,12.23,23.03,75
14,05,20,2,00,0.027,NaN,10.82,22.34,82
14,05,20,3,00,0.028,NaN,7.18,21.78,86
14,05,20,4,00,0.025,NaN,5.81,21.71,87
14,05,20,5,00,0.02,NaN,8.65,21.67,88
14,05,20,6,00,0.02,NaN,8.87,21.85,88
14,05,20,7,00,0.024,NaN,10.35,22.62,84
14,05,20,8,00,0.027,NaN,7.18,24.21,76
14,05,20,9,00,0.029,NaN,7.43,24.98,74
14,05,20,10,00,0.039,NaN,NaN,26.08,68
14,05,20,11,00,0.045,NaN,NaN,27.31,63
14,05,20,12,00,0.05,NaN,NaN,28.47,57
14,05,20,13,00,0.047,NaN,8.01,29.15,53
14,05,20,14,00,0.053,NaN,8.39,30.13,48
14,05,20,15,00,0.069,NaN,9.22,30.79,46
14,05,20,16,00,0.037,NaN,NaN,30.7,45
14,05,20,17,00,0.042,NaN,NaN,30.04,45
14,05,20,18,00,0.021,NaN,NaN,29.11,48
14,05,20,19,00,0.023,NaN,18.05,28.53,50
14,05,20,20,00,0.049,NaN,19.88,28.31,51
14,05,20,21,00,0.028,NaN,21.39,27.42,60
14,05,20,22,00,0.035,NaN,22.34,26.48,66
14,05,20,23,00,0.033,NaN,23.91,25.56,71
15,05,20,0,00,0.026,NaN,24.44,24.53,76
15,05,20,1,00,0.028,NaN,26.63,23.99,79
15,05,20,2,00,0.029,NaN,NaN,23.37,82
15,05,20,3,00,0.024,NaN,30.35,23.09,83
15,05,20,4,00,0.019,NaN,29.44,22.96,84
15,05,20,5,00,0.013,NaN,33.92,23.04,83
15,05,20,6,00,0.017,NaN,36.74,23.67,81
15,05,20,7,00,0.02,NaN,37.77,25.08,74
15,05,20,8,00,0.026,NaN,38.81,25.67,71
15,05,20,9,00,0.037,NaN,35.27,26.81,66
15,05,20,10,00,0.055,NaN,33.05,27.59,60
15,05,20,11,00,0.063,NaN,31.06,28.24,58
15,05,20,12,00,0.069,NaN,32.05,29.2,54
15,05,20,13,00,0.083,NaN,34.61,30.23,51
15,05,20,14,00,0.075,NaN,30.94,31.46,47
15,05,20,15,00,0.057,NaN,26.29,32.1,44
15,05,20,16,00,0.05,NaN,27.66,31.99,47
15,05,20,17,00,0.049,NaN,32.16,31.12,51
15,05,20,18,00,0.049,NaN,30.32,30.27,52
15,05,20,19,00,0.037,NaN,30.1,29.06,61
15,05,20,20,00,0.031,NaN,27.87,27.44,68
15,05,20,21,00,0.033,NaN,26.42,26.86,71
15,05,20,22,00,0.029,NaN,26.56,26.27,74
15,05,20,23,00,0.025,NaN,25.69,25.14,78
16,05,20,0,00,0.024,NaN,26.22,24.83,79
16,05,20,1,00,0.026,NaN,26.45,24.75,80
16,05,20,2,00,0.023,NaN,25.13,24.46,82
16,05,20,3,00,0.021,NaN,23.74,24.36,84
16,05,20,4,00,0.019,NaN,23.67,24.46,83
16,05,20,5,00,0.018,NaN,26.02,24.51,82
16,05,20,6,00,0.026,NaN,19.62,24.1,75
16,05,20,7,00,0.025,NaN,21.78,25.49,70
16,05,20,8,00,0.033,NaN,22.69,26.48,66
16,05,20,9,00,0.047,NaN,23.05,27.79,61
16,05,20,10,00,0.062,NaN,25.16,28.77,57
16,05,20,11,00,0.078,NaN,26.12,29.81,52
16,05,20,12,00,0.095,NaN,27.98,31.27,45
16,05,20,13,00,0.087,NaN,27.51,31.54,48
16,05,20,14,00,0.061,NaN,25.36,31.08,52
16,05,20,15,00,0.057,NaN,26.24,30.56,53
16,05,20,16,00,0.058,NaN,30.19,30.03,52
16,05,20,17,00,0.049,NaN,20.78,29.25,51
16,05,20,18,00,0.046,NaN,18.19,27.29,58
16,05,20,19,00,0.059,NaN,12.58,23.32,49
16,05,20,20,00,0.059,NaN,7.83,24.94,37
16,05,20,21,00,0.049,NaN,12.87,23.82,45
16,05,20,22,00,0.037,NaN,14.46,22.17,54
16,05,20,23,00,0.041,NaN,13.17,21.32,61
17,05,20,0,00,0.038,NaN,15.69,21.62,66
17,05,20,1,00,0.031,NaN,16.31,20.84,69
17,05,20,2,00,0.03,NaN,15.76,21,68
17,05,20,3,00,0.031,NaN,15.97,20.41,72
