# Local Datetime (mm,dd,yyyy HH,mm),UTC Datetime (mm,dd,yyyy HH,mm),O3 (ppb),PM10 (µg,m3),PM2.5 (µg,m3),Temperature (ºC),Relative humidity (%),Barometric pressure (mBar),Wind speed (m,s),Wind direction (degree)
27,3,20,6,0,27,3,20,12,0,0.011,NaN,17,20.81,66,NaN,NaN,NaN,NaN
27,3,20,7,0,27,3,20,13,0,0.008,NaN,30,19.74,70,NaN,NaN,NaN,NaN
27,3,20,8,0,27,3,20,14,0,0.018,NaN,28,21.32,65,NaN,NaN,NaN,NaN
27,3,20,9,0,27,3,20,15,0,0.022,NaN,20,24.62,55,NaN,NaN,NaN,NaN
27,3,20,10,0,27,3,20,16,0,0.029,NaN,44,27.25,47,NaN,NaN,NaN,NaN
27,3,20,11,0,27,3,20,17,0,0.038,NaN,42,29.83,39,NaN,NaN,NaN,NaN
27,3,20,12,0,27,3,20,18,0,0.052,NaN,55,32.05,35,NaN,NaN,NaN,NaN
27,3,20,13,0,27,3,20,19,0,0.054,NaN,82,33.93,34,NaN,NaN,NaN,NaN
27,3,20,14,0,27,3,20,20,0,0.039,NaN,63,35.28,31,NaN,NaN,NaN,NaN
27,3,20,15,0,27,3,20,21,0,0.039,NaN,42,37.08,26,NaN,NaN,NaN,NaN
27,3,20,16,0,27,3,20,22,0,0.038,NaN,37,38.23,21,NaN,NaN,NaN,NaN
27,3,20,17,0,27,3,20,23,0,0.035,NaN,33,38.02,19,NaN,NaN,NaN,NaN
27,3,20,18,0,28,3,20,0,0,0.034,NaN,18,37.6,18,NaN,NaN,NaN,NaN
27,3,20,19,0,28,3,20,1,0,0.031,NaN,20,36.05,21,NaN,NaN,NaN,NaN
27,3,20,20,0,28,3,20,2,0,0.026,NaN,16,34.59,27,NaN,NaN,NaN,NaN
27,3,20,21,0,28,3,20,3,0,0.022,NaN,49,30.92,49,NaN,NaN,NaN,NaN
27,3,20,22,0,28,3,20,4,0,0.02,NaN,28,28.57,59,NaN,NaN,NaN,NaN
27,3,20,23,0,28,3,20,5,0,0.02,NaN,13,27.35,64,NaN,NaN,NaN,NaN
28,3,20,0,0,28,3,20,6,0,0.02,NaN,19,26.34,68,NaN,NaN,NaN,NaN
28,3,20,1,0,28,3,20,7,0,0.019,NaN,22,25.43,71,NaN,NaN,NaN,NaN
28,3,20,2,0,28,3,20,8,0,0.018,NaN,27,24.79,74,NaN,NaN,NaN,NaN
28,3,20,3,0,28,3,20,9,0,0.018,NaN,26,23.89,77,NaN,NaN,NaN,NaN
28,3,20,4,0,28,3,20,10,0,0.017,NaN,22,24.02,76,NaN,NaN,NaN,NaN
28,3,20,5,0,28,3,20,11,0,0.014,NaN,26,23.84,77,NaN,NaN,NaN,NaN
28,3,20,6,0,28,3,20,12,0,0.01,NaN,27,23.56,78,NaN,NaN,NaN,NaN
28,3,20,7,0,28,3,20,13,0,0.009,NaN,30,22.66,81,NaN,NaN,NaN,NaN
28,3,20,8,0,28,3,20,14,0,0.01,NaN,57,23.8,78,NaN,NaN,NaN,NaN
28,3,20,9,0,28,3,20,15,0,0.014,NaN,18,25.39,71,NaN,NaN,NaN,NaN
28,3,20,10,0,28,3,20,16,0,0.022,NaN,17,28.25,60,NaN,NaN,NaN,NaN
28,3,20,11,0,28,3,20,17,0,0.028,NaN,17,31.16,46,NaN,NaN,NaN,NaN
28,3,20,12,0,28,3,20,18,0,0.032,NaN,NaN,33.98,26,NaN,NaN,NaN,NaN
28,3,20,13,0,28,3,20,19,0,0.034,NaN,14,35.16,19,NaN,NaN,NaN,NaN
28,3,20,14,0,28,3,20,20,0,0.033,NaN,27,35.06,29,NaN,NaN,NaN,NaN
28,3,20,15,0,28,3,20,21,0,0.032,NaN,33,34.46,32,NaN,NaN,NaN,NaN
28,3,20,16,0,28,3,20,22,0,0.035,NaN,42,31.95,38,NaN,NaN,NaN,NaN
28,3,20,17,0,28,3,20,23,0,0.031,NaN,68,28.83,54,NaN,NaN,NaN,NaN
28,3,20,18,0,29,3,20,0,0,0.03,NaN,4,30.04,46,NaN,NaN,NaN,NaN
28,3,20,19,0,29,3,20,1,0,0.032,NaN,26,29.27,46,NaN,NaN,NaN,NaN
28,3,20,20,0,29,3,20,2,0,0.032,NaN,18,28.17,46,NaN,NaN,NaN,NaN
28,3,20,21,0,29,3,20,3,0,0.029,NaN,23,26.91,48,NaN,NaN,NaN,NaN
28,3,20,22,0,29,3,20,4,0,0.029,NaN,18,25.64,45,NaN,NaN,NaN,NaN
28,3,20,23,0,29,3,20,5,0,0.03,NaN,16,25.16,42,NaN,NaN,NaN,NaN
29,3,20,0,0,29,3,20,6,0,0.031,NaN,10,24.89,38,NaN,NaN,NaN,NaN
29,3,20,1,0,29,3,20,7,0,0.022,NaN,23,22.82,57,NaN,NaN,NaN,NaN
29,3,20,2,0,29,3,20,8,0,0.022,NaN,22,21.84,69,NaN,NaN,NaN,NaN
29,3,20,3,0,29,3,20,9,0,0.022,NaN,19,19.75,77,NaN,NaN,NaN,NaN
29,3,20,4,0,29,3,20,10,0,0.023,NaN,10,19.66,78,NaN,NaN,NaN,NaN
29,3,20,5,0,29,3,20,11,0,0.018,NaN,11,20.3,79,NaN,NaN,NaN,NaN
29,3,20,6,0,29,3,20,12,0,0.02,NaN,10,20.87,70,NaN,NaN,NaN,NaN
29,3,20,7,0,29,3,20,13,0,0.02,NaN,14,21,68,NaN,NaN,NaN,NaN
29,3,20,8,0,29,3,20,14,0,0.021,NaN,16,21.17,66,NaN,NaN,NaN,NaN
29,3,20,9,0,29,3,20,15,0,0.02,NaN,18,21.41,67,NaN,NaN,NaN,NaN
29,3,20,10,0,29,3,20,16,0,0.023,NaN,19,21.82,65,NaN,NaN,NaN,NaN
29,3,20,11,0,29,3,20,17,0,0.026,NaN,18,20.58,66,NaN,NaN,NaN,NaN
29,3,20,12,0,29,3,20,18,0,0.027,NaN,8,20.16,69,NaN,NaN,NaN,NaN
29,3,20,13,0,29,3,20,19,0,0.027,NaN,13,19.5,73,NaN,NaN,NaN,NaN
29,3,20,14,0,29,3,20,20,0,0.026,NaN,12,19.13,75,NaN,NaN,NaN,NaN
29,3,20,15,0,29,3,20,21,0,0.027,NaN,3,19.59,74,NaN,NaN,NaN,NaN
29,3,20,16,0,29,3,20,22,0,0.028,NaN,8,20.3,70,NaN,NaN,NaN,NaN
29,3,20,17,0,29,3,20,23,0,0.029,NaN,16,19.84,70,NaN,NaN,NaN,NaN
29,3,20,18,0,30,3,20,0,0,0.029,NaN,13,19.14,71,NaN,NaN,NaN,NaN
29,3,20,19,0,30,3,20,1,0,0.027,NaN,4,18.87,71,NaN,NaN,NaN,NaN
29,3,20,20,0,30,3,20,2,0,0.025,NaN,13,18.51,73,NaN,NaN,NaN,NaN
29,3,20,21,0,30,3,20,3,0,0.026,NaN,7,18.32,70,NaN,NaN,NaN,NaN
29,3,20,22,0,30,3,20,4,0,0.026,NaN,6,18.21,68,NaN,NaN,NaN,NaN
29,3,20,23,0,30,3,20,5,0,0.026,NaN,10,18.11,67,NaN,NaN,NaN,NaN
30,3,20,0,0,30,3,20,6,0,0.027,NaN,9,17.9,69,NaN,NaN,NaN,NaN
30,3,20,1,0,30,3,20,7,0,0.027,NaN,9,17.78,69,NaN,NaN,NaN,NaN
30,3,20,2,0,30,3,20,8,0,0.026,NaN,NaN,17.67,69,NaN,NaN,NaN,NaN
30,3,20,3,0,30,3,20,9,0,0.027,NaN,NaN,17.25,73,NaN,NaN,NaN,NaN
30,3,20,4,0,30,3,20,10,0,0.025,NaN,12,15.69,86,NaN,NaN,NaN,NaN
30,3,20,5,0,30,3,20,11,0,0.023,NaN,7,15.45,90,NaN,NaN,NaN,NaN
30,3,20,6,0,30,3,20,12,0,0.019,NaN,10,15.68,90,NaN,NaN,NaN,NaN
30,3,20,7,0,30,3,20,13,0,0.017,NaN,10,16.02,91,NaN,NaN,NaN,NaN
30,3,20,8,0,30,3,20,14,0,0.014,NaN,14,16.38,91,NaN,NaN,NaN,NaN
30,3,20,9,0,30,3,20,15,0,0.014,NaN,16,17.02,90,NaN,NaN,NaN,NaN
30,3,20,10,0,30,3,20,16,0,0.015,NaN,17,18.43,85,NaN,NaN,NaN,NaN
30,3,20,11,0,30,3,20,17,0,0.021,NaN,13,20.74,75,NaN,NaN,NaN,NaN
30,3,20,12,0,30,3,20,18,0,0.026,NaN,22,22.42,69,NaN,NaN,NaN,NaN
30,3,20,13,0,30,3,20,19,0,0.032,NaN,30,23.49,66,NaN,NaN,NaN,NaN
30,3,20,14,0,30,3,20,20,0,0.034,NaN,40,24.65,63,NaN,NaN,NaN,NaN
30,3,20,15,0,30,3,20,21,0,0.032,NaN,42,25.63,61,NaN,NaN,NaN,NaN
30,3,20,16,0,30,3,20,22,0,0.03,NaN,31,26.45,60,NaN,NaN,NaN,NaN
30,3,20,17,0,30,3,20,23,0,0.028,NaN,28,26.91,58,NaN,NaN,NaN,NaN
30,3,20,18,0,31,3,20,0,0,0.026,NaN,30,26.77,59,NaN,NaN,NaN,NaN
30,3,20,19,0,31,3,20,1,0,0.025,NaN,28,26.19,61,NaN,NaN,NaN,NaN
30,3,20,20,0,31,3,20,2,0,0.019,NaN,22,25.28,65,NaN,NaN,NaN,NaN
30,3,20,21,0,31,3,20,3,0,0.01,NaN,34,24.77,68,NaN,NaN,NaN,NaN
30,3,20,22,0,31,3,20,4,0,0.013,NaN,35,24.23,69,NaN,NaN,NaN,NaN
30,3,20,23,0,31,3,20,5,0,0.011,NaN,39,23.32,73,NaN,NaN,NaN,NaN
31,3,20,0,0,31,3,20,6,0,0.012,NaN,37,22.54,77,NaN,NaN,NaN,NaN
31,3,20,1,0,31,3,20,7,0,0.011,NaN,37,22.27,78,NaN,NaN,NaN,NaN
31,3,20,2,0,31,3,20,8,0,0.007,NaN,NaN,21.31,81,NaN,NaN,NaN,NaN
31,3,20,3,0,31,3,20,9,0,0.011,NaN,35,21.55,80,NaN,NaN,NaN,NaN
31,3,20,4,0,31,3,20,10,0,0.01,NaN,31,21.47,80,NaN,NaN,NaN,NaN
31,3,20,5,0,31,3,20,11,0,0.015,NaN,27,22.02,78,NaN,NaN,NaN,NaN
31,3,20,6,0,31,3,20,12,0,0.018,NaN,14,22.4,75,NaN,NaN,NaN,NaN
31,3,20,7,0,31,3,20,13,0,0.017,NaN,15,22.31,75,NaN,NaN,NaN,NaN
31,3,20,8,0,31,3,20,14,0,0.018,NaN,8,23.34,71,NaN,NaN,NaN,NaN
31,3,20,9,0,31,3,20,15,0,0.021,NaN,9,24.75,62,NaN,NaN,NaN,NaN
31,3,20,10,0,31,3,20,16,0,0.027,NaN,4,26.74,50,NaN,NaN,NaN,NaN
31,3,20,11,0,31,3,20,17,0,0.031,NaN,16,28.41,41,NaN,NaN,NaN,NaN
31,3,20,12,0,31,3,20,18,0,0.032,NaN,22,29.04,39,NaN,NaN,NaN,NaN
31,3,20,13,0,31,3,20,19,0,0.035,NaN,16,29.91,34,NaN,NaN,NaN,NaN
31,3,20,14,0,31,3,20,20,0,0.037,NaN,22,30.46,31,NaN,NaN,NaN,NaN
31,3,20,15,0,31,3,20,21,0,0.041,NaN,25,31.65,27,NaN,NaN,NaN,NaN
31,3,20,16,0,31,3,20,22,0,0.038,NaN,28,31.21,20,NaN,NaN,NaN,NaN
31,3,20,17,0,31,3,20,23,0,0.037,NaN,13,30.9,19,NaN,NaN,NaN,NaN
31,3,20,18,0,1,4,20,0,0,0.034,NaN,12,30.34,20,NaN,NaN,NaN,NaN
31,3,20,19,0,1,4,20,1,0,0.029,NaN,11,29.66,20,NaN,NaN,NaN,NaN
31,3,20,20,0,1,4,20,2,0,0.028,NaN,10,28.33,20,NaN,NaN,NaN,NaN
31,3,20,21,0,1,4,20,3,0,0.026,NaN,9,27.68,21,NaN,NaN,NaN,NaN
31,3,20,22,0,1,4,20,4,0,0.019,NaN,26,26.11,27,NaN,NaN,NaN,NaN
31,3,20,23,0,1,4,20,5,0,0.029,NaN,16,24.79,33,NaN,NaN,NaN,NaN
1,4,20,0,0,1,4,20,6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,4,20,1,0,1,4,20,7,0,0.031,NaN,8,23.21,36,NaN,NaN,NaN,NaN
1,4,20,2,0,1,4,20,8,0,0.032,NaN,7,22.14,40,NaN,NaN,NaN,NaN
1,4,20,3,0,1,4,20,9,0,0.032,NaN,11,21.17,56,NaN,NaN,NaN,NaN
1,4,20,4,0,1,4,20,10,0,0.032,NaN,15,20.17,72,NaN,NaN,NaN,NaN
1,4,20,5,0,1,4,20,11,0,0.031,NaN,17,19.47,78,NaN,NaN,NaN,NaN
1,4,20,6,0,1,4,20,12,0,0.031,NaN,14,19.27,79,NaN,NaN,NaN,NaN
1,4,20,7,0,1,4,20,13,0,0.028,NaN,15,19.03,79,NaN,NaN,NaN,NaN
1,4,20,8,0,1,4,20,14,0,0.029,NaN,12,19.1,79,NaN,NaN,NaN,NaN
1,4,20,9,0,1,4,20,15,0,0.029,NaN,6,20.27,73,NaN,NaN,NaN,NaN
1,4,20,10,0,1,4,20,16,0,0.029,NaN,16,21.62,65,NaN,NaN,NaN,NaN
1,4,20,11,0,1,4,20,17,0,0.031,NaN,19,23.17,57,NaN,NaN,NaN,NaN
1,4,20,12,0,1,4,20,18,0,0.03,NaN,27,23.54,55,NaN,NaN,NaN,NaN
1,4,20,13,0,1,4,20,19,0,0.031,NaN,14,24.98,51,NaN,NaN,NaN,NaN
1,4,20,14,0,1,4,20,20,0,0.03,NaN,26,25.91,48,NaN,NaN,NaN,NaN
1,4,20,15,0,1,4,20,21,0,0.03,NaN,14,27.28,45,NaN,NaN,NaN,NaN
1,4,20,16,0,1,4,20,22,0,0.028,NaN,28,27.37,46,NaN,NaN,NaN,NaN
1,4,20,17,0,1,4,20,23,0,0.028,NaN,18,28.07,44,NaN,NaN,NaN,NaN
1,4,20,18,0,2,4,20,0,0,0.03,NaN,18,28.37,42,NaN,NaN,NaN,NaN
1,4,20,19,0,2,4,20,1,0,0.029,NaN,22,28.24,45,NaN,NaN,NaN,NaN
1,4,20,20,0,2,4,20,2,0,0.029,NaN,24,26.72,53,NaN,NaN,NaN,NaN
1,4,20,21,0,2,4,20,3,0,0.027,NaN,19,24.97,63,NaN,NaN,NaN,NaN
1,4,20,22,0,2,4,20,4,0,0.024,NaN,20,23.7,71,NaN,NaN,NaN,NaN
1,4,20,23,0,2,4,20,5,0,0.023,NaN,17,23.06,76,NaN,NaN,NaN,NaN
2,4,20,0,0,2,4,20,6,0,0.022,NaN,16,22.58,79,NaN,NaN,NaN,NaN
2,4,20,1,0,2,4,20,7,0,0.019,NaN,8,22.57,80,NaN,NaN,NaN,NaN
2,4,20,2,0,2,4,20,8,0,0.018,NaN,20,22.69,79,NaN,NaN,NaN,NaN
2,4,20,3,0,2,4,20,9,0,0.018,NaN,19,22.6,79,NaN,NaN,NaN,NaN
2,4,20,4,0,2,4,20,10,0,0.017,NaN,17,22.25,82,NaN,NaN,NaN,NaN
2,4,20,5,0,2,4,20,11,0,0.016,NaN,24,21.72,85,NaN,NaN,NaN,NaN
2,4,20,6,0,2,4,20,12,0,0.016,NaN,18,21.69,86,NaN,NaN,NaN,NaN
2,4,20,7,0,2,4,20,13,0,0.014,NaN,18,21.59,86,NaN,NaN,NaN,NaN
2,4,20,8,0,2,4,20,14,0,0.014,NaN,20,21.65,86,NaN,NaN,NaN,NaN
2,4,20,9,0,2,4,20,15,0,0.014,NaN,14,22.51,81,NaN,NaN,NaN,NaN
2,4,20,10,0,2,4,20,16,0,0.016,NaN,2,23.98,74,NaN,NaN,NaN,NaN
2,4,20,11,0,2,4,20,17,0,0.017,NaN,22,24.93,69,NaN,NaN,NaN,NaN
2,4,20,12,0,2,4,20,18,0,0.019,NaN,31,26.45,62,NaN,NaN,NaN,NaN
2,4,20,13,0,2,4,20,19,0,0.026,NaN,36,28.48,53,NaN,NaN,NaN,NaN
2,4,20,14,0,2,4,20,20,0,0.029,NaN,62,29.48,48,NaN,NaN,NaN,NaN
2,4,20,15,0,2,4,20,21,0,0.029,NaN,34,30.61,44,NaN,NaN,NaN,NaN
2,4,20,16,0,2,4,20,22,0,0.027,NaN,29,31.57,42,NaN,NaN,NaN,NaN
2,4,20,17,0,2,4,20,23,0,0.026,NaN,27,31.67,41,NaN,NaN,NaN,NaN
2,4,20,18,0,3,4,20,0,0,0.025,NaN,36,31.59,42,NaN,NaN,NaN,NaN
2,4,20,19,0,3,4,20,1,0,0.022,NaN,32,30.94,42,NaN,NaN,NaN,NaN
2,4,20,20,0,3,4,20,2,0,0.021,NaN,24,29.9,44,NaN,NaN,NaN,NaN
2,4,20,21,0,3,4,20,3,0,0.019,NaN,34,29.05,51,NaN,NaN,NaN,NaN
2,4,20,22,0,3,4,20,4,0,0.017,NaN,58,26.63,66,NaN,NaN,NaN,NaN
2,4,20,23,0,3,4,20,5,0,0.017,NaN,13,24.76,73,NaN,NaN,NaN,NaN
3,4,20,0,0,3,4,20,6,0,0.016,NaN,19,24.12,75,NaN,NaN,NaN,NaN
3,4,20,1,0,3,4,20,7,0,0.016,NaN,9,23.94,76,NaN,NaN,NaN,NaN
3,4,20,2,0,3,4,20,8,0,0.017,NaN,15,23.75,77,NaN,NaN,NaN,NaN
3,4,20,3,0,3,4,20,9,0,0.017,NaN,19,23.49,78,NaN,NaN,NaN,NaN
3,4,20,4,0,3,4,20,10,0,0.016,NaN,20,23.43,78,NaN,NaN,NaN,NaN
3,4,20,5,0,3,4,20,11,0,0.016,NaN,17,23.3,79,NaN,NaN,NaN,NaN
3,4,20,6,0,3,4,20,12,0,0.016,NaN,15,23.22,79,NaN,NaN,NaN,NaN
3,4,20,7,0,3,4,20,13,0,0.015,NaN,21,23.09,80,NaN,NaN,NaN,NaN
3,4,20,8,0,3,4,20,14,0,0.014,NaN,12,23.38,79,NaN,NaN,NaN,NaN
3,4,20,9,0,3,4,20,15,0,0.014,NaN,23,23.56,79,NaN,NaN,NaN,NaN
3,4,20,10,0,3,4,20,16,0,0.014,NaN,26,23.59,79,NaN,NaN,NaN,NaN
3,4,20,11,0,3,4,20,17,0,0.015,NaN,21,24,79,NaN,NaN,NaN,NaN
3,4,20,12,0,3,4,20,18,0,0.015,NaN,45,23.48,83,NaN,NaN,NaN,NaN
3,4,20,13,0,3,4,20,19,0,0.016,NaN,29,23.87,82,NaN,NaN,NaN,NaN
3,4,20,14,0,3,4,20,20,0,0.017,NaN,10,24.73,77,NaN,NaN,NaN,NaN
3,4,20,15,0,3,4,20,21,0,0.017,NaN,27,25.41,76,NaN,NaN,NaN,NaN
3,4,20,16,0,3,4,20,22,0,0.018,NaN,17,26.54,69,NaN,NaN,NaN,NaN
3,4,20,17,0,3,4,20,23,0,0.02,NaN,9,27.8,63,NaN,NaN,NaN,NaN
3,4,20,18,0,4,4,20,0,0,0.02,NaN,33,27.64,62,NaN,NaN,NaN,NaN
3,4,20,19,0,4,4,20,1,0,0.018,NaN,34,27.27,62,NaN,NaN,NaN,NaN
3,4,20,20,0,4,4,20,2,0,0.013,NaN,34,26.58,64,NaN,NaN,NaN,NaN
3,4,20,21,0,4,4,20,3,0,0.015,NaN,25,26.05,65,NaN,NaN,NaN,NaN
3,4,20,22,0,4,4,20,4,0,0.016,NaN,25,25.14,69,NaN,NaN,NaN,NaN
3,4,20,23,0,4,4,20,5,0,0.016,NaN,27,25.08,71,NaN,NaN,NaN,NaN
4,4,20,0,0,4,4,20,6,0,0.016,NaN,43,24.39,78,NaN,NaN,NaN,NaN
4,4,20,1,0,4,4,20,7,0,0.015,NaN,46,23.71,82,NaN,NaN,NaN,NaN
4,4,20,2,0,4,4,20,8,0,0.016,NaN,26,23.59,82,NaN,NaN,NaN,NaN
4,4,20,3,0,4,4,20,9,0,0.015,NaN,28,23.28,84,NaN,NaN,NaN,NaN
4,4,20,4,0,4,4,20,10,0,0.015,NaN,33,22.56,88,NaN,NaN,NaN,NaN
4,4,20,5,0,4,4,20,11,0,0.014,NaN,28,22.39,89,NaN,NaN,NaN,NaN
4,4,20,6,0,4,4,20,12,0,0.012,NaN,17,22.49,90,NaN,NaN,NaN,NaN
4,4,20,7,0,4,4,20,13,0,0.01,NaN,5,20.06,89,NaN,NaN,NaN,NaN
4,4,20,8,0,4,4,20,14,0,0.009,NaN,NaN,19.14,89,NaN,NaN,NaN,NaN
4,4,20,9,0,4,4,20,15,0,0.01,NaN,NaN,18.42,88,NaN,NaN,NaN,NaN
4,4,20,10,0,4,4,20,16,0,0.011,NaN,4,18.6,86,NaN,NaN,NaN,NaN
4,4,20,11,0,4,4,20,17,0,0.011,NaN,NaN,19.32,82,NaN,NaN,NaN,NaN
4,4,20,12,0,4,4,20,18,0,0.013,NaN,NaN,20.35,77,NaN,NaN,NaN,NaN
4,4,20,13,0,4,4,20,19,0,0.015,NaN,4,21.55,74,NaN,NaN,NaN,NaN
4,4,20,14,0,4,4,20,20,0,0.017,NaN,9,23,70,NaN,NaN,NaN,NaN
4,4,20,15,0,4,4,20,21,0,0.018,NaN,15,23.34,70,NaN,NaN,NaN,NaN
4,4,20,16,0,4,4,20,22,0,0.016,NaN,18,22.52,76,NaN,NaN,NaN,NaN
4,4,20,17,0,4,4,20,23,0,0.015,NaN,10,21.34,77,NaN,NaN,NaN,NaN
4,4,20,18,0,5,4,20,0,0,0.015,NaN,3,20.53,76,NaN,NaN,NaN,NaN
4,4,20,19,0,5,4,20,1,0,0.013,NaN,8,18.57,86,NaN,NaN,NaN,NaN
4,4,20,20,0,5,4,20,2,0,0.011,NaN,8,17.58,85,NaN,NaN,NaN,NaN
4,4,20,21,0,5,4,20,3,0,0.016,NaN,NaN,17.12,80,NaN,NaN,NaN,NaN
4,4,20,22,0,5,4,20,4,0,0.018,NaN,2,16.55,84,NaN,NaN,NaN,NaN
4,4,20,23,0,5,4,20,5,0,0.014,NaN,5,16.22,90,NaN,NaN,NaN,NaN
5,4,20,0,0,5,4,20,6,0,0.015,NaN,6,16.22,91,NaN,NaN,NaN,NaN
5,4,20,1,0,5,4,20,7,0,0.019,NaN,8,15.97,92,NaN,NaN,NaN,NaN
5,4,20,2,0,5,4,20,8,0,0.017,NaN,NaN,16.05,92,NaN,NaN,NaN,NaN
5,4,20,3,0,5,4,20,9,0,0.019,NaN,5,16.08,92,NaN,NaN,NaN,NaN
5,4,20,4,0,5,4,20,10,0,0.018,NaN,2,16.19,92,NaN,NaN,NaN,NaN
5,4,20,5,0,5,4,20,11,0,0.017,NaN,5,16.36,92,NaN,NaN,NaN,NaN
5,4,20,6,0,5,4,20,12,0,0.018,NaN,3,16.38,92,NaN,NaN,NaN,NaN
5,4,20,7,0,5,4,20,13,0,0.016,NaN,6,16.21,92,NaN,NaN,NaN,NaN
5,4,20,8,0,5,4,20,14,0,0.017,NaN,2,16.18,NaN,NaN,NaN,NaN,NaN
5,4,20,9,0,5,4,20,15,0,0.017,NaN,5,16.49,NaN,NaN,NaN,NaN,NaN
5,4,20,10,0,5,4,20,16,0,0.018,NaN,7,17.08,91,NaN,NaN,NaN,NaN
5,4,20,11,0,5,4,20,17,0,0.02,NaN,7,17.92,88,NaN,NaN,NaN,NaN
5,4,20,12,0,5,4,20,18,0,0.02,NaN,2,18.51,83,NaN,NaN,NaN,NaN
5,4,20,13,0,5,4,20,19,0,0.02,NaN,14,18.4,85,NaN,NaN,NaN,NaN
5,4,20,14,0,5,4,20,20,0,0.019,NaN,10,18.33,86,NaN,NaN,NaN,NaN
5,4,20,15,0,5,4,20,21,0,0.018,NaN,8,18.16,86,NaN,NaN,NaN,NaN
5,4,20,16,0,5,4,20,22,0,0.019,NaN,3,18.47,83,NaN,NaN,NaN,NaN
5,4,20,17,0,5,4,20,23,0,0.019,NaN,4,18.82,81,NaN,NaN,NaN,NaN
5,4,20,18,0,6,4,20,0,0,0.018,NaN,8,18.62,83,NaN,NaN,NaN,NaN
5,4,20,19,0,6,4,20,1,0,0.019,NaN,7,18.25,85,NaN,NaN,NaN,NaN
5,4,20,20,0,6,4,20,2,0,0.019,NaN,5,17.84,86,NaN,NaN,NaN,NaN
5,4,20,21,0,6,4,20,3,0,0.018,NaN,NaN,17.61,88,NaN,NaN,NaN,NaN
5,4,20,22,0,6,4,20,4,0,0.018,NaN,5,17.4,89,NaN,NaN,NaN,NaN
5,4,20,23,0,6,4,20,5,0,0.017,NaN,2,17.26,90,NaN,NaN,NaN,NaN
6,4,20,0,0,6,4,20,6,0,0.017,NaN,3,17.22,91,NaN,NaN,NaN,NaN
6,4,20,1,0,6,4,20,7,0,0.016,NaN,NaN,17.21,91,NaN,NaN,NaN,NaN
6,4,20,2,0,6,4,20,8,0,0.016,NaN,3,17.27,90,NaN,NaN,NaN,NaN
6,4,20,3,0,6,4,20,9,0,0.016,NaN,4,17.25,90,NaN,NaN,NaN,NaN
6,4,20,4,0,6,4,20,10,0,0.014,NaN,2,17.36,90,NaN,NaN,NaN,NaN
6,4,20,5,0,6,4,20,11,0,0.013,NaN,23,17.26,91,NaN,NaN,NaN,NaN
6,4,20,6,0,6,4,20,12,0,0.01,NaN,15,17.26,92,NaN,NaN,NaN,NaN
6,4,20,7,0,6,4,20,13,0,0.009,NaN,18,17.45,92,NaN,NaN,NaN,NaN
6,4,20,8,0,6,4,20,14,0,0.008,NaN,26,17.74,92,NaN,NaN,NaN,NaN
6,4,20,9,0,6,4,20,15,0,0.013,NaN,19,18.09,91,NaN,NaN,NaN,NaN
6,4,20,10,0,6,4,20,16,0,0.015,NaN,13,18.83,89,NaN,NaN,NaN,NaN
6,4,20,11,0,6,4,20,17,0,0.018,NaN,NaN,19.92,84,NaN,NaN,NaN,NaN
6,4,20,12,0,6,4,20,18,0,0.019,NaN,11,20.59,81,NaN,NaN,NaN,NaN
6,4,20,13,0,6,4,20,19,0,0.021,NaN,20,21.78,76,NaN,NaN,NaN,NaN
6,4,20,14,0,6,4,20,20,0,0.024,NaN,13,23.85,68,NaN,NaN,NaN,NaN
6,4,20,15,0,6,4,20,21,0,0.023,NaN,28,24.02,67,NaN,NaN,NaN,NaN
6,4,20,16,0,6,4,20,22,0,0.023,NaN,19,24.26,66,NaN,NaN,NaN,NaN
6,4,20,17,0,6,4,20,23,0,0.02,NaN,19,23.62,70,NaN,NaN,NaN,NaN
6,4,20,18,0,7,4,20,0,0,0.019,NaN,5,23.53,71,NaN,NaN,NaN,NaN
6,4,20,19,0,7,4,20,1,0,0.018,NaN,12,22.93,75,NaN,NaN,NaN,NaN
6,4,20,20,0,7,4,20,2,0,0.017,NaN,11,22.25,79,NaN,NaN,NaN,NaN
6,4,20,21,0,7,4,20,3,0,0.016,NaN,10,22.11,80,NaN,NaN,NaN,NaN
6,4,20,22,0,7,4,20,4,0,0.016,NaN,12,21.93,82,NaN,NaN,NaN,NaN
6,4,20,23,0,7,4,20,5,0,0.016,NaN,10,21.95,82,NaN,NaN,NaN,NaN
7,4,20,0,0,7,4,20,6,0,0.016,NaN,NaN,22.04,81,NaN,NaN,NaN,NaN
7,4,20,1,0,7,4,20,7,0,0.015,NaN,3,21.71,83,NaN,NaN,NaN,NaN
7,4,20,2,0,7,4,20,8,0,0.015,NaN,10,21.1,88,NaN,NaN,NaN,NaN
7,4,20,3,0,7,4,20,9,0,0.014,NaN,11,20.71,90,NaN,NaN,NaN,NaN
7,4,20,4,0,7,4,20,10,0,0.012,NaN,7,20.68,90,NaN,NaN,NaN,NaN
7,4,20,5,0,7,4,20,11,0,0.012,NaN,11,20.63,91,NaN,NaN,NaN,NaN
7,4,20,6,0,7,4,20,12,0,0.013,NaN,13,20.6,91,NaN,NaN,NaN,NaN
7,4,20,7,0,7,4,20,13,0,0.011,NaN,16,20.64,91,NaN,NaN,NaN,NaN
