# Local Datetime (mm,dd,yyyy HH,mm),UTC Datetime (mm,dd,yyyy HH,mm),O3 (ppb),PM10 (µg,m3),PM2.5 (µg,m3),Temperature (ºC),Relative humidity (%),Barometric pressure (mBar),Wind speed (m,s),Wind direction (degree)
11,1,20,20,0,12,1,20,2,0,0.022,NaN,NaN,17.57,25,NaN,NaN,NaN,NaN
11,1,20,21,0,12,1,20,3,0,0.02,NaN,8,16.09,28,NaN,NaN,NaN,NaN
11,1,20,22,0,12,1,20,4,0,0.016,NaN,15,14.88,32,NaN,NaN,NaN,NaN
11,1,20,23,0,12,1,20,5,0,0.014,NaN,10,14.27,33,NaN,NaN,NaN,NaN
12,1,20,0,0,12,1,20,6,0,0.013,NaN,11,13.1,37,NaN,NaN,NaN,NaN
12,1,20,1,0,12,1,20,7,0,0.018,NaN,18,12.44,38,NaN,NaN,NaN,NaN
12,1,20,2,0,12,1,20,8,0,0.022,NaN,12,11.62,39,NaN,NaN,NaN,NaN
12,1,20,3,0,12,1,20,9,0,0.023,NaN,7,10.36,44,NaN,NaN,NaN,NaN
12,1,20,4,0,12,1,20,10,0,0.018,NaN,4,9.3,54,NaN,NaN,NaN,NaN
12,1,20,5,0,12,1,20,11,0,0.015,NaN,6,8.87,58,NaN,NaN,NaN,NaN
12,1,20,6,0,12,1,20,12,0,0.014,NaN,8,9.25,59,NaN,NaN,NaN,NaN
12,1,20,7,0,12,1,20,13,0,0.008,NaN,12,8.28,66,NaN,NaN,NaN,NaN
12,1,20,8,0,12,1,20,14,0,0.007,NaN,13,7.66,69,NaN,NaN,NaN,NaN
12,1,20,9,0,12,1,20,15,0,0.011,NaN,15,10.92,61,NaN,NaN,NaN,NaN
12,1,20,10,0,12,1,20,16,0,0.019,NaN,30,12.35,63,NaN,NaN,NaN,NaN
12,1,20,11,0,12,1,20,17,0,0.033,NaN,15,14.89,55,NaN,NaN,NaN,NaN
12,1,20,12,0,12,1,20,18,0,0.035,NaN,20,16.66,45,NaN,NaN,NaN,NaN
12,1,20,13,0,12,1,20,19,0,0.037,NaN,19,18.76,35,NaN,NaN,NaN,NaN
12,1,20,14,0,12,1,20,20,0,0.038,NaN,24,19.55,32,NaN,NaN,NaN,NaN
12,1,20,15,0,12,1,20,21,0,0.039,NaN,13,20.55,36,NaN,NaN,NaN,NaN
12,1,20,16,0,12,1,20,22,0,0.04,NaN,16,21.76,35,NaN,NaN,NaN,NaN
12,1,20,17,0,12,1,20,23,0,0.04,NaN,17,23.03,35,NaN,NaN,NaN,NaN
12,1,20,18,0,13,1,20,0,0,0.035,NaN,36,21.43,41,NaN,NaN,NaN,NaN
12,1,20,19,0,13,1,20,1,0,0.014,NaN,26,19.74,47,NaN,NaN,NaN,NaN
12,1,20,20,0,13,1,20,2,0,0.007,NaN,33,17.87,54,NaN,NaN,NaN,NaN
12,1,20,21,0,13,1,20,3,0,0.009,NaN,40,15.58,59,NaN,NaN,NaN,NaN
12,1,20,22,0,13,1,20,4,0,0.009,NaN,29,15.01,60,NaN,NaN,NaN,NaN
12,1,20,23,0,13,1,20,5,0,0.006,NaN,31,15.5,60,NaN,NaN,NaN,NaN
13,1,20,0,0,13,1,20,6,0,0.006,NaN,33,14.53,65,NaN,NaN,NaN,NaN
13,1,20,1,0,13,1,20,7,0,0.006,NaN,37,14.06,68,NaN,NaN,NaN,NaN
13,1,20,2,0,13,1,20,8,0,0.01,NaN,31,14.02,71,NaN,NaN,NaN,NaN
13,1,20,3,0,13,1,20,9,0,0.008,NaN,25,12.84,76,NaN,NaN,NaN,NaN
13,1,20,4,0,13,1,20,10,0,0.012,NaN,14,12.93,77,NaN,NaN,NaN,NaN
13,1,20,5,0,13,1,20,11,0,0.01,NaN,14,12.97,78,NaN,NaN,NaN,NaN
13,1,20,6,0,13,1,20,12,0,0.005,NaN,17,12.4,80,NaN,NaN,NaN,NaN
13,1,20,7,0,13,1,20,13,0,0.005,NaN,29,12.03,82,NaN,NaN,NaN,NaN
13,1,20,8,0,13,1,20,14,0,0.006,NaN,31,11.9,82,NaN,NaN,NaN,NaN
13,1,20,9,0,13,1,20,15,0,0.006,NaN,39,12.99,80,NaN,NaN,NaN,NaN
13,1,20,10,0,13,1,20,16,0,0.008,NaN,53,15.82,70,NaN,NaN,NaN,NaN
13,1,20,11,0,13,1,20,17,0,0.022,NaN,38,18.39,58,NaN,NaN,NaN,NaN
13,1,20,12,0,13,1,20,18,0,0.027,NaN,30,20.28,51,NaN,NaN,NaN,NaN
13,1,20,13,0,13,1,20,19,0,0.033,NaN,26,22.35,44,NaN,NaN,NaN,NaN
13,1,20,14,0,13,1,20,20,0,0.036,NaN,35,23.89,40,NaN,NaN,NaN,NaN
13,1,20,15,0,13,1,20,21,0,0.039,NaN,44,24.46,38,NaN,NaN,NaN,NaN
13,1,20,16,0,13,1,20,22,0,0.037,NaN,31,25.83,35,NaN,NaN,NaN,NaN
13,1,20,17,0,13,1,20,23,0,0.036,NaN,48,25.32,36,NaN,NaN,NaN,NaN
13,1,20,18,0,14,1,20,0,0,0.028,NaN,41,24.33,38,NaN,NaN,NaN,NaN
13,1,20,19,0,14,1,20,1,0,0.014,NaN,51,22.38,44,NaN,NaN,NaN,NaN
13,1,20,20,0,14,1,20,2,0,0.007,NaN,44,20.95,48,NaN,NaN,NaN,NaN
13,1,20,21,0,14,1,20,3,0,0.006,NaN,71,19.55,54,NaN,NaN,NaN,NaN
13,1,20,22,0,14,1,20,4,0,0.006,NaN,85,18.1,62,NaN,NaN,NaN,NaN
13,1,20,23,0,14,1,20,5,0,0.006,NaN,107,16.97,67,NaN,NaN,NaN,NaN
14,1,20,0,0,14,1,20,6,0,0.006,NaN,73,16.3,69,NaN,NaN,NaN,NaN
14,1,20,1,0,14,1,20,7,0,0.006,NaN,70,15.6,70,NaN,NaN,NaN,NaN
14,1,20,2,0,14,1,20,8,0,NaN,NaN,55,16.02,67,NaN,NaN,NaN,NaN
14,1,20,3,0,14,1,20,9,0,NaN,NaN,52,15.78,69,NaN,NaN,NaN,NaN
14,1,20,4,0,14,1,20,10,0,NaN,NaN,60,14.99,73,NaN,NaN,NaN,NaN
14,1,20,5,0,14,1,20,11,0,NaN,NaN,76,14.92,72,NaN,NaN,NaN,NaN
14,1,20,6,0,14,1,20,12,0,NaN,NaN,72,14.32,77,NaN,NaN,NaN,NaN
14,1,20,7,0,14,1,20,13,0,NaN,NaN,74,13.59,79,NaN,NaN,NaN,NaN
14,1,20,8,0,14,1,20,14,0,NaN,NaN,65,13.77,77,NaN,NaN,NaN,NaN
14,1,20,9,0,14,1,20,15,0,0.007,NaN,71,17.01,63,NaN,NaN,NaN,NaN
14,1,20,10,0,14,1,20,16,0,0.015,NaN,69,20.06,56,NaN,NaN,NaN,NaN
14,1,20,11,0,14,1,20,17,0,0.024,NaN,41,22.36,52,NaN,NaN,NaN,NaN
14,1,20,12,0,14,1,20,18,0,0.027,NaN,35,24.5,51,NaN,NaN,NaN,NaN
14,1,20,13,0,14,1,20,19,0,0.035,NaN,34,25.8,48,NaN,NaN,NaN,NaN
14,1,20,14,0,14,1,20,20,0,0.043,NaN,34,26.82,43,NaN,NaN,NaN,NaN
14,1,20,15,0,14,1,20,21,0,0.048,NaN,40,26.81,43,NaN,NaN,NaN,NaN
14,1,20,16,0,14,1,20,22,0,0.052,NaN,25,27.17,43,NaN,NaN,NaN,NaN
14,1,20,17,0,14,1,20,23,0,0.053,NaN,35,27.06,44,NaN,NaN,NaN,NaN
14,1,20,18,0,15,1,20,0,0,0.047,NaN,37,26.17,48,NaN,NaN,NaN,NaN
14,1,20,19,0,15,1,20,1,0,0.038,NaN,42,24.97,53,NaN,NaN,NaN,NaN
14,1,20,20,0,15,1,20,2,0,0.012,NaN,47,23.17,59,NaN,NaN,NaN,NaN
14,1,20,21,0,15,1,20,3,0,0.009,NaN,72,21.6,64,NaN,NaN,NaN,NaN
14,1,20,22,0,15,1,20,4,0,0.006,NaN,59,20.53,69,NaN,NaN,NaN,NaN
14,1,20,23,0,15,1,20,5,0,0.006,NaN,67,20.63,69,NaN,NaN,NaN,NaN
15,1,20,0,0,15,1,20,6,0,0.005,NaN,79,19.58,73,NaN,NaN,NaN,NaN
15,1,20,1,0,15,1,20,7,0,0.006,NaN,70,19.33,75,NaN,NaN,NaN,NaN
15,1,20,2,0,15,1,20,8,0,0.005,NaN,56,18.82,79,NaN,NaN,NaN,NaN
15,1,20,3,0,15,1,20,9,0,0.006,NaN,40,18.21,84,NaN,NaN,NaN,NaN
15,1,20,4,0,15,1,20,10,0,0.008,NaN,32,18.34,87,NaN,NaN,NaN,NaN
15,1,20,5,0,15,1,20,11,0,0.009,NaN,NaN,18.57,89,NaN,NaN,NaN,NaN
15,1,20,6,0,15,1,20,12,0,0.006,NaN,NaN,18.22,90,NaN,NaN,NaN,NaN
15,1,20,7,0,15,1,20,13,0,0.008,NaN,38,17.65,90,NaN,NaN,NaN,NaN
15,1,20,8,0,15,1,20,14,0,0.007,NaN,24,16.07,92,NaN,NaN,NaN,NaN
15,1,20,9,0,15,1,20,15,0,0.006,NaN,28,16.2,92,NaN,NaN,NaN,NaN
15,1,20,10,0,15,1,20,16,0,0.007,NaN,57,18.62,89,NaN,NaN,NaN,NaN
15,1,20,11,0,15,1,20,17,0,0.014,NaN,26,20.38,78,NaN,NaN,NaN,NaN
15,1,20,12,0,15,1,20,18,0,0.02,NaN,19,22.57,70,NaN,NaN,NaN,NaN
15,1,20,13,0,15,1,20,19,0,0.022,NaN,31,23.8,63,NaN,NaN,NaN,NaN
15,1,20,14,0,15,1,20,20,0,0.025,NaN,30,25.62,57,NaN,NaN,NaN,NaN
15,1,20,15,0,15,1,20,21,0,0.028,NaN,38,26.38,54,NaN,NaN,NaN,NaN
15,1,20,16,0,15,1,20,22,0,0.029,NaN,33,27.54,50,NaN,NaN,NaN,NaN
15,1,20,17,0,15,1,20,23,0,0.03,NaN,36,27.58,49,NaN,NaN,NaN,NaN
15,1,20,18,0,16,1,20,0,0,0.027,NaN,34,26.83,51,NaN,NaN,NaN,NaN
15,1,20,19,0,16,1,20,1,0,0.019,NaN,37,25.06,58,NaN,NaN,NaN,NaN
15,1,20,20,0,16,1,20,2,0,0.011,NaN,37,23.56,63,NaN,NaN,NaN,NaN
15,1,20,21,0,16,1,20,3,0,0.006,NaN,66,22.23,68,NaN,NaN,NaN,NaN
15,1,20,22,0,16,1,20,4,0,0.006,NaN,75,21.46,72,NaN,NaN,NaN,NaN
15,1,20,23,0,16,1,20,5,0,0.006,NaN,76,21.35,72,NaN,NaN,NaN,NaN
16,1,20,0,0,16,1,20,6,0,0.011,NaN,51,22.15,72,NaN,NaN,NaN,NaN
16,1,20,1,0,16,1,20,7,0,0.01,NaN,26,21.19,81,NaN,NaN,NaN,NaN
16,1,20,2,0,16,1,20,8,0,0.012,NaN,15,20.99,84,NaN,NaN,NaN,NaN
16,1,20,3,0,16,1,20,9,0,0.013,NaN,18,20.68,87,NaN,NaN,NaN,NaN
16,1,20,4,0,16,1,20,10,0,0.012,NaN,NaN,20.45,88,NaN,NaN,NaN,NaN
16,1,20,5,0,16,1,20,11,0,0.012,NaN,NaN,20.46,88,NaN,NaN,NaN,NaN
16,1,20,6,0,16,1,20,12,0,0.01,NaN,15,20.38,88,NaN,NaN,NaN,NaN
16,1,20,7,0,16,1,20,13,0,0.01,NaN,16,20.24,90,NaN,NaN,NaN,NaN
16,1,20,8,0,16,1,20,14,0,0.008,NaN,12,20,91,NaN,NaN,NaN,NaN
16,1,20,9,0,16,1,20,15,0,0.008,NaN,22,19.88,92,NaN,NaN,NaN,NaN
16,1,20,10,0,16,1,20,16,0,0.009,NaN,19,20.01,91,NaN,NaN,NaN,NaN
16,1,20,11,0,16,1,20,17,0,0.013,NaN,NaN,21.55,86,NaN,NaN,NaN,NaN
16,1,20,12,0,16,1,20,18,0,0.014,NaN,18,22.13,80,NaN,NaN,NaN,NaN
16,1,20,13,0,16,1,20,19,0,0.015,NaN,20,22.31,78,NaN,NaN,NaN,NaN
16,1,20,14,0,16,1,20,20,0,0.018,NaN,19,23.39,73,NaN,NaN,NaN,NaN
16,1,20,15,0,16,1,20,21,0,0.024,NaN,8,25.48,60,NaN,NaN,NaN,NaN
16,1,20,16,0,16,1,20,22,0,0.025,NaN,20,26.38,48,NaN,NaN,NaN,NaN
16,1,20,17,0,16,1,20,23,0,0.023,NaN,27,26.42,45,NaN,NaN,NaN,NaN
16,1,20,18,0,17,1,20,0,0,0.017,NaN,22,25.7,50,NaN,NaN,NaN,NaN
16,1,20,19,0,17,1,20,1,0,0.011,NaN,26,25.12,50,NaN,NaN,NaN,NaN
16,1,20,20,0,17,1,20,2,0,0.021,NaN,18,24.75,56,NaN,NaN,NaN,NaN
16,1,20,21,0,17,1,20,3,0,0.021,NaN,21,23.46,66,NaN,NaN,NaN,NaN
16,1,20,22,0,17,1,20,4,0,0.02,NaN,9,22.36,72,NaN,NaN,NaN,NaN
16,1,20,23,0,17,1,20,5,0,0.019,NaN,18,21.5,78,NaN,NaN,NaN,NaN
17,1,20,0,0,17,1,20,6,0,0.015,NaN,8,21.19,79,NaN,NaN,NaN,NaN
17,1,20,1,0,17,1,20,7,0,0.016,NaN,9,20.57,82,NaN,NaN,NaN,NaN
17,1,20,2,0,17,1,20,8,0,0.017,NaN,11,20.4,85,NaN,NaN,NaN,NaN
17,1,20,3,0,17,1,20,9,0,0.017,NaN,17,20.58,86,NaN,NaN,NaN,NaN
17,1,20,4,0,17,1,20,10,0,0.018,NaN,14,20.6,86,NaN,NaN,NaN,NaN
17,1,20,5,0,17,1,20,11,0,0.02,NaN,16,20.43,88,NaN,NaN,NaN,NaN
17,1,20,6,0,17,1,20,12,0,0.019,NaN,18,20.38,88,NaN,NaN,NaN,NaN
17,1,20,7,0,17,1,20,13,0,0.019,NaN,16,20.12,89,NaN,NaN,NaN,NaN
17,1,20,8,0,17,1,20,14,0,0.018,NaN,2,19.57,88,NaN,NaN,NaN,NaN
17,1,20,9,0,17,1,20,15,0,0.018,NaN,2,19.59,87,NaN,NaN,NaN,NaN
17,1,20,10,0,17,1,20,16,0,0.019,NaN,4,19.92,84,NaN,NaN,NaN,NaN
17,1,20,11,0,17,1,20,17,0,0.019,NaN,4,20.29,82,NaN,NaN,NaN,NaN
17,1,20,12,0,17,1,20,18,0,0.018,NaN,13,20.29,83,NaN,NaN,NaN,NaN
17,1,20,13,0,17,1,20,19,0,0.018,NaN,13,NaN,84,NaN,NaN,NaN,NaN
17,1,20,14,0,17,1,20,20,0,0.017,NaN,10,20.99,81,NaN,NaN,NaN,NaN
17,1,20,15,0,17,1,20,21,0,0.016,NaN,10,20.87,83,NaN,NaN,NaN,NaN
17,1,20,16,0,17,1,20,22,0,0.016,NaN,9,20.17,84,NaN,NaN,NaN,NaN
17,1,20,17,0,17,1,20,23,0,0.016,NaN,7,19.69,86,NaN,NaN,NaN,NaN
17,1,20,18,0,18,1,20,0,0,0.015,NaN,7,19.2,89,NaN,NaN,NaN,NaN
17,1,20,19,0,18,1,20,1,0,0.011,NaN,9,19,89,NaN,NaN,NaN,NaN
17,1,20,20,0,18,1,20,2,0,0.01,NaN,6,19,89,NaN,NaN,NaN,NaN
17,1,20,21,0,18,1,20,3,0,0.009,NaN,6,18.75,87,NaN,NaN,NaN,NaN
17,1,20,22,0,18,1,20,4,0,0.01,NaN,9,18.14,86,NaN,NaN,NaN,NaN
17,1,20,23,0,18,1,20,5,0,0.009,NaN,7,17.94,87,NaN,NaN,NaN,NaN
18,1,20,0,0,18,1,20,6,0,0.007,NaN,10,18.25,87,NaN,NaN,NaN,NaN
18,1,20,1,0,18,1,20,7,0,0.006,NaN,11,18.14,90,NaN,NaN,NaN,NaN
18,1,20,2,0,18,1,20,8,0,0.006,NaN,12,17.92,91,NaN,NaN,NaN,NaN
18,1,20,3,0,18,1,20,9,0,0.007,NaN,16,17.83,91,NaN,NaN,NaN,NaN
18,1,20,4,0,18,1,20,10,0,0.011,NaN,9,17.51,92,NaN,NaN,NaN,NaN
18,1,20,5,0,18,1,20,11,0,0.008,NaN,8,17.36,91,NaN,NaN,NaN,NaN
18,1,20,6,0,18,1,20,12,0,0.006,NaN,10,17.12,93,NaN,NaN,NaN,NaN
18,1,20,7,0,18,1,20,13,0,0.006,NaN,11,17.07,93,NaN,NaN,NaN,NaN
18,1,20,8,0,18,1,20,14,0,0.006,NaN,14,17.01,93,NaN,NaN,NaN,NaN
18,1,20,9,0,18,1,20,15,0,0.006,NaN,21,17.09,93,NaN,NaN,NaN,NaN
18,1,20,10,0,18,1,20,16,0,0.007,NaN,34,17.69,93,NaN,NaN,NaN,NaN
18,1,20,11,0,18,1,20,17,0,0.009,NaN,NaN,18.25,92,NaN,NaN,NaN,NaN
18,1,20,12,0,18,1,20,18,0,0.012,NaN,14,19.79,86,NaN,NaN,NaN,NaN
18,1,20,13,0,18,1,20,19,0,0.018,NaN,18,21.75,74,NaN,NaN,NaN,NaN
18,1,20,14,0,18,1,20,20,0,0.028,NaN,14,23.8,63,NaN,NaN,NaN,NaN
18,1,20,15,0,18,1,20,21,0,0.034,NaN,28,24.46,60,NaN,NaN,NaN,NaN
18,1,20,16,0,18,1,20,22,0,0.035,NaN,30,24.31,58,NaN,NaN,NaN,NaN
18,1,20,17,0,18,1,20,23,0,0.035,NaN,9,24.94,55,NaN,NaN,NaN,NaN
18,1,20,18,0,19,1,20,0,0,0.024,NaN,25,23.91,61,NaN,NaN,NaN,NaN
18,1,20,19,0,19,1,20,1,0,0.02,NaN,11,22.93,62,NaN,NaN,NaN,NaN
18,1,20,20,0,19,1,20,2,0,0.023,NaN,10,20.88,68,NaN,NaN,NaN,NaN
18,1,20,21,0,19,1,20,3,0,0.018,NaN,6,20.53,69,NaN,NaN,NaN,NaN
18,1,20,22,0,19,1,20,4,0,0.016,NaN,15,20.27,69,NaN,NaN,NaN,NaN
18,1,20,23,0,19,1,20,5,0,0.016,NaN,16,19.84,71,NaN,NaN,NaN,NaN
19,1,20,0,0,19,1,20,6,0,0.016,NaN,12,19.04,76,NaN,NaN,NaN,NaN
19,1,20,1,0,19,1,20,7,0,0.02,NaN,23,19.07,76,NaN,NaN,NaN,NaN
19,1,20,2,0,19,1,20,8,0,0.017,NaN,7,18.25,81,NaN,NaN,NaN,NaN
19,1,20,3,0,19,1,20,9,0,0.019,NaN,8,17.56,79,NaN,NaN,NaN,NaN
19,1,20,4,0,19,1,20,10,0,0.021,NaN,4,16.03,78,NaN,NaN,NaN,NaN
19,1,20,5,0,19,1,20,11,0,0.021,NaN,NaN,16.36,67,NaN,NaN,NaN,NaN
19,1,20,6,0,19,1,20,12,0,0.018,NaN,2,16.12,64,NaN,NaN,NaN,NaN
19,1,20,7,0,19,1,20,13,0,0.02,NaN,5,15.44,73,NaN,NaN,NaN,NaN
19,1,20,8,0,19,1,20,14,0,0.022,NaN,6,14.72,70,NaN,NaN,NaN,NaN
19,1,20,9,0,19,1,20,15,0,0.02,NaN,3,14.21,69,NaN,NaN,NaN,NaN
19,1,20,10,0,19,1,20,16,0,0.016,NaN,4,13.98,64,NaN,NaN,NaN,NaN
19,1,20,11,0,19,1,20,17,0,0.017,NaN,4,13.83,60,NaN,NaN,NaN,NaN
19,1,20,12,0,19,1,20,18,0,0.022,NaN,6,14.46,57,NaN,NaN,NaN,NaN
19,1,20,13,0,19,1,20,19,0,0.025,NaN,9,15.05,55,NaN,NaN,NaN,NaN
19,1,20,14,0,19,1,20,20,0,0.025,NaN,12,14.88,54,NaN,NaN,NaN,NaN
19,1,20,15,0,19,1,20,21,0,0.024,NaN,7,14.59,54,NaN,NaN,NaN,NaN
19,1,20,16,0,19,1,20,22,0,0.027,NaN,3,15.14,54,NaN,NaN,NaN,NaN
19,1,20,17,0,19,1,20,23,0,0.027,NaN,9,15.85,55,NaN,NaN,NaN,NaN
19,1,20,18,0,20,1,20,0,0,0.024,NaN,15,15.61,56,NaN,NaN,NaN,NaN
19,1,20,19,0,20,1,20,1,0,0.021,NaN,32,15.18,57,NaN,NaN,NaN,NaN
19,1,20,20,0,20,1,20,2,0,0.022,NaN,17,14.69,50,NaN,NaN,NaN,NaN
19,1,20,21,0,20,1,20,3,0,0.025,NaN,4,14.15,48,NaN,NaN,NaN,NaN
19,1,20,22,0,20,1,20,4,0,0.024,NaN,7,13.69,49,NaN,NaN,NaN,NaN
19,1,20,23,0,20,1,20,5,0,0.026,NaN,3,13.52,49,NaN,NaN,NaN,NaN
20,1,20,0,0,20,1,20,6,0,0.028,NaN,5,13.36,50,NaN,NaN,NaN,NaN
20,1,20,1,0,20,1,20,7,0,0.027,NaN,6,13.3,51,NaN,NaN,NaN,NaN
20,1,20,2,0,20,1,20,8,0,0.025,NaN,8,13.02,56,NaN,NaN,NaN,NaN
20,1,20,3,0,20,1,20,9,0,0.026,NaN,4,12.96,56,NaN,NaN,NaN,NaN
20,1,20,4,0,20,1,20,10,0,0.025,NaN,5,12.66,57,NaN,NaN,NaN,NaN
20,1,20,5,0,20,1,20,11,0,0.025,NaN,9,12.12,64,NaN,NaN,NaN,NaN
20,1,20,6,0,20,1,20,12,0,0.026,NaN,5,11.88,65,NaN,NaN,NaN,NaN
20,1,20,7,0,20,1,20,13,0,0.025,NaN,7,11.78,62,NaN,NaN,NaN,NaN
20,1,20,8,0,20,1,20,14,0,0.025,NaN,6,11.58,57,NaN,NaN,NaN,NaN
20,1,20,9,0,20,1,20,15,0,0.024,NaN,7,11.73,54,NaN,NaN,NaN,NaN
20,1,20,10,0,20,1,20,16,0,0.034,NaN,NaN,12.99,46,NaN,NaN,NaN,NaN
20,1,20,11,0,20,1,20,17,0,0.038,NaN,9,14.51,38,NaN,NaN,NaN,NaN
20,1,20,12,0,20,1,20,18,0,0.038,NaN,18,14.64,36,NaN,NaN,NaN,NaN
20,1,20,13,0,20,1,20,19,0,0.038,NaN,16,15.1,36,NaN,NaN,NaN,NaN
20,1,20,14,0,20,1,20,20,0,0.039,NaN,16,15.3,36,NaN,NaN,NaN,NaN
20,1,20,15,0,20,1,20,21,0,0.04,NaN,8,15.59,37,NaN,NaN,NaN,NaN
20,1,20,16,0,20,1,20,22,0,0.039,NaN,8,15.91,37,NaN,NaN,NaN,NaN
20,1,20,17,0,20,1,20,23,0,0.038,NaN,11,15.8,38,NaN,NaN,NaN,NaN
20,1,20,18,0,21,1,20,0,0,0.036,NaN,4,15.64,39,NaN,NaN,NaN,NaN
20,1,20,19,0,21,1,20,1,0,0.031,NaN,11,15.14,44,NaN,NaN,NaN,NaN
20,1,20,20,0,21,1,20,2,0,0.027,NaN,9,14.82,47,NaN,NaN,NaN,NaN
20,1,20,21,0,21,1,20,3,0,0.031,NaN,6,14.38,48,NaN,NaN,NaN,NaN
20,1,20,22,0,21,1,20,4,0,0.03,NaN,8,13.77,52,NaN,NaN,NaN,NaN
20,1,20,23,0,21,1,20,5,0,0.032,NaN,3,13.68,56,NaN,NaN,NaN,NaN
21,1,20,0,0,21,1,20,6,0,0.031,NaN,6,13.49,58,NaN,NaN,NaN,NaN
21,1,20,1,0,21,1,20,7,0,0.031,NaN,5,13.5,59,NaN,NaN,NaN,NaN
21,1,20,2,0,21,1,20,8,0,0.025,NaN,7,13.29,59,NaN,NaN,NaN,NaN
21,1,20,3,0,21,1,20,9,0,0.031,NaN,10,12.71,63,NaN,NaN,NaN,NaN
21,1,20,4,0,21,1,20,10,0,0.031,NaN,4,12.05,68,NaN,NaN,NaN,NaN
21,1,20,5,0,21,1,20,11,0,0.031,NaN,4,11.74,70,NaN,NaN,NaN,NaN
21,1,20,6,0,21,1,20,12,0,0.029,NaN,4,11.65,71,NaN,NaN,NaN,NaN
21,1,20,7,0,21,1,20,13,0,0.026,NaN,9,11.46,72,NaN,NaN,NaN,NaN
21,1,20,8,0,21,1,20,14,0,0.025,NaN,6,11.36,72,NaN,NaN,NaN,NaN
21,1,20,9,0,21,1,20,15,0,0.027,NaN,10,11.36,72,NaN,NaN,NaN,NaN
21,1,20,10,0,21,1,20,16,0,0.029,NaN,8,11.52,72,NaN,NaN,NaN,NaN
21,1,20,11,0,21,1,20,17,0,0.029,NaN,9,12.06,71,NaN,NaN,NaN,NaN
21,1,20,12,0,21,1,20,18,0,0.029,NaN,7,13.07,67,NaN,NaN,NaN,NaN
21,1,20,13,0,21,1,20,19,0,0.029,NaN,12,13.86,64,NaN,NaN,NaN,NaN
21,1,20,14,0,21,1,20,20,0,0.024,NaN,15,14.15,65,NaN,NaN,NaN,NaN
21,1,20,15,0,21,1,20,21,0,0.023,NaN,21,13.86,67,NaN,NaN,NaN,NaN
21,1,20,16,0,21,1,20,22,0,0.017,NaN,18,14.12,66,NaN,NaN,NaN,NaN
21,1,20,17,0,21,1,20,23,0,0.022,NaN,22,14.32,67,NaN,NaN,NaN,NaN
21,1,20,18,0,22,1,20,0,0,0.023,NaN,18,13.74,76,NaN,NaN,NaN,NaN
21,1,20,19,0,22,1,20,1,0,0.016,NaN,14,13.14,83,NaN,NaN,NaN,NaN
21,1,20,20,0,22,1,20,2,0,0.02,NaN,14,12.19,91,NaN,NaN,NaN,NaN
21,1,20,21,0,22,1,20,3,0,0.022,NaN,8,12.38,92,NaN,NaN,NaN,NaN
21,1,20,22,0,22,1,20,4,0,0.024,NaN,4,12.96,93,NaN,NaN,NaN,NaN
21,1,20,23,0,22,1,20,5,0,0.025,NaN,8,13.04,93,NaN,NaN,NaN,NaN
22,1,20,0,0,22,1,20,6,0,0.025,NaN,3,13.23,93,NaN,NaN,NaN,NaN
22,1,20,1,0,22,1,20,7,0,0.025,NaN,NaN,13.5,92,NaN,NaN,NaN,NaN
22,1,20,2,0,22,1,20,8,0,0.022,NaN,6,13.92,90,NaN,NaN,NaN,NaN
22,1,20,3,0,22,1,20,9,0,0.02,NaN,9,14,89,NaN,NaN,NaN,NaN
22,1,20,4,0,22,1,20,10,0,0.016,NaN,7,13.68,91,NaN,NaN,NaN,NaN
22,1,20,5,0,22,1,20,11,0,0.012,NaN,8,13.45,92,NaN,NaN,NaN,NaN
22,1,20,6,0,22,1,20,12,0,0.015,NaN,11,13.33,91,NaN,NaN,NaN,NaN
22,1,20,7,0,22,1,20,13,0,0.012,NaN,13,13.35,90,NaN,NaN,NaN,NaN
22,1,20,8,0,22,1,20,14,0,0.011,NaN,5,13.44,89,NaN,NaN,NaN,NaN
22,1,20,9,0,22,1,20,15,0,0.011,NaN,13,13.74,90,NaN,NaN,NaN,NaN
22,1,20,10,0,22,1,20,16,0,0.011,NaN,7,13.93,87,NaN,NaN,NaN,NaN
22,1,20,11,0,22,1,20,17,0,0.012,NaN,11,14.78,83,NaN,NaN,NaN,NaN
22,1,20,12,0,22,1,20,18,0,0.013,NaN,11,15.58,78,NaN,NaN,NaN,NaN
22,1,20,13,0,22,1,20,19,0,0.011,NaN,23,15.8,77,NaN,NaN,NaN,NaN
22,1,20,14,0,22,1,20,20,0,0.013,NaN,31,16.31,73,NaN,NaN,NaN,NaN
22,1,20,15,0,22,1,20,21,0,0.012,NaN,29,16,75,NaN,NaN,NaN,NaN
22,1,20,16,0,22,1,20,22,0,0.01,NaN,23,16.07,76,NaN,NaN,NaN,NaN
22,1,20,17,0,22,1,20,23,0,0.009,NaN,29,15.98,77,NaN,NaN,NaN,NaN
22,1,20,18,0,23,1,20,0,0,0.008,NaN,20,15.49,82,NaN,NaN,NaN,NaN
22,1,20,19,0,23,1,20,1,0,0.006,NaN,26,15.2,84,NaN,NaN,NaN,NaN
22,1,20,20,0,23,1,20,2,0,0.005,NaN,38,14.69,86,NaN,NaN,NaN,NaN
22,1,20,21,0,23,1,20,3,0,0.006,NaN,32,14.13,88,NaN,NaN,NaN,NaN
